Co,Co,Co,Co,Co,Co,Co,Co,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn,As,As,As,As,As,As,As,As,Se,Se,Se,Se,Se,Se,Se,Se,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Te,Te,Te,Te,Te,Te,Te,Te,Au,Au,Au,Au,Au,Au,Au,Au,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Bi,Bi,Bi,Bi,Bi,Bi,Bi,Bi
,2993,35,20.24,1109.81,19.79,1.69,48.13450894156483,,236,37.9,6.65,2860.47,94.63,1.26,1.8,,2197.4834,2.3,0.8,3350.92,47.63,7.05,0.02833151956942866,,0.4463,2.4,2.17,133.86,2.7,-,,,107.8652,711,1.35,107.38,288.3,15.3,373.64018095636,,13,3.9,6.48,52.62,19.5,0.77,668.5332791218646,,3.4477,0.8,,17.7,0.07,3.23,0.3286347702658036,,1.433,3,,34.35,1.62,0.18,,,0.3433,5,1.06,,<0.13,-,3.322790183730124,,,0.1,0.023,,<0.01,0.05,0.6040663069230439,,5.0782,11,1.95,347.33,11.42,13.83,0.4865145686728123,,0.9675,3.2,0.426,7.73,0.05,5.15,0.1856094464513746
,1600,99.71,20.7,1091.44,7.45,0.13,478.6,,250,264.28,14,2585.52,23.51,0.7,150.5,,30.03,1295.94,5.6,2448.34,25.3,510.47,42.81,,1.8,b.d.l,5,89.37,5.24,1.52,958.8,,1.8,711.55,7.41,91.38,233.8,1363.36,379.5,,76.20723611708024,70.91,41,52.46,24.5,2.64,45.3,,0.44,10.76,8.58,15.17,0.12,4.75,0.634,,0.97,27.27,0.025,30.12,2.45,12.14,0.447,,0.1187343149594075,2.98,0.5,,<0.13,0.05,10.52,,0.22,0.176,0.1,,<0.01,0.08,0.013,,59,1078.92,3.01,291.46,19.01,512.62,12.2,,0.31,39.1,0.01,6.58,0.06,3.56,3.179
,640,278.18,21,887.05,10.23,1.85,13.8,,250,336.16,4,2588.29,46.95,0.64,241.4,,29.91,206.74,8,4182.71,44.76,591.09,362.8,,3,b.d.l,2.4,108.14,3.03,4.16,74.34,,2.2,765.77,8.3,87.73,488.9,867.95,381.9,,72.7497781650806,30.93,54,43.99,36.6,0.97,2.766,,0.31,0.8,2.11,14.69,0.14,27.99,4.958,,0.11,11.1,0.05,27.63,3.16,41.23,8.298,,0.34545,b.d.l,0.25,,0.22,-,4.979,,0.52,0.4,0.05,,<0.01,0.04,0.242,,30,48.12,1.16,276.13,18.95,1217.79,44.6,,0.15,4.42,0.017,5.96,0.06,525.75,0.522
,1100,169.8474537538402,21.1,693.07,12.06,1.64,323.4,,260,249.5417955889747,4,2327.66,38.08,1.07,371.6,,617.37,306.6738663587263,63,5716.73,23.25,663.22,383,,3.6,7642.148491173854,2.6,113.13,2.48,1.33,1389,,240,766.5523985526485,6.5,94.46,191.5,401.03,391.3,,14.35084646317147,14.27952852791918,47,49.67,12.5,1.49,42.07,,0.05,13.39856013021207,1.21,12.89,0.25,48.07,12.1,,0.07,119.5596635784437,0.05,28.03,2.62,88.74,0.952,,0.1732,141.410395684844,0.25,,<0.13,0.15,62.93,,0.39,7.592004490260962,0.05,,<0.01,0.03,0.282,,3.3,240.4132808945385,26.9,273.01,19.38,1790.02,176.3,,4.1,1.696433840843223,0.005,6.09,0.06,252.05,14.32
,189,2377.748882576429,21.13,642.26,8.84,0.76,577.6,,261.1,36.095322744,8.09,2132.47,27,3.17,49.44,,1.736,321.4052636206429,21.67,8047.18,33.17,664.13,78.16,,2.552,2235.31526668,,110.2,4.7,2.41,157.5,,38.24,776.8360772232144,,83.97,239.9,6264.74,396.4,,11.15,185.8716574089285,166.22,36.47,24.6,3.92,289,,0.188,49.26367218514286,,15.07,0.2,5.4,1766,,0.107,142.3588545982143,,25.63,2.65,25.01,800.3,,0,0.2550941359285714,0.31,,<0.13,0.19,9.533,,11.84,0.1803459402857143,0.014,,<0.01,0.76,0.185,,0.462,8694.087015056739,0.497,261.29,18.59,877.39,9154,,1.471,102.5742803809286,0.157,5.59,0.07,7.94,2077
,137,4.6,21.3,2001.92,488.74,14.06,983.6,,263.1,45,15,2906.65,3246.13,62.78,259.2,,16.43,1.7,6.6,1429.84,91.95,668.87,1121,,9.055,1.3,3.7,13.84,4.13,39.88,35.24,,104.3,1540,7,249.98,6832,783.4,403.8,,56.81,bdl,31,29.09,5,4.11,93.23,,0.279,bdl,7.55,39.15,21.65,2.52,103.2,,33.88,bdl,0.025,153.81,16.15,6.28,5.255,,0,bdl,0.5,,0.03,0.07,69.52,,231.9,bdl,0.1,,0.07,0.01,0.406,,54.3,bdl,5.91,1444.16,44.92,479.06,828.2,,12.25,0.1,0.07,28.45,0,4.35,892.9
,430,254,21.3,2441.46,530.83,2.31,7043,,280,373.45,6.2,3225.26,4030.69,2.07,573.2,,12.47,16.21,34,1570.95,117.82,703.68,887.3,,1.5,b.d.l,5.4,17.99,3.48,-,47.31,,1.6,1575.81,9.4,274.64,8964,430.15,404.3,,73.59145012984399,19.57,8.1,31.52,5.9,1.78,74.14,,0.047,1.59,7.06,44.94,22.12,40.26,7.377,,bdl,8.25,0.105,170.71,23.25,41.66,0.927,,2.973737205826033,1.62,1.2,,0.03,-,27.99,,0.21,0.216,0.1,,0.08,0.09,0.178,,0.21,335.92,6.7,1611.11,74.73,1951.79,26.83,,0.0062,7.97,4.2,31.72,<0.01,500.47,24.08
,5552,55,21.4544865,2148.57,513.7,1.41,993.2,,305.4,62,2.38976728,2808.4,3438.74,0.48,532.2,,5.786,1.6,0.28754596,1437.64,113.97,726.24,390.2,,5.562,1.3,0.45213053,18.03,3.9,-,3296,,76.07,1580,0.405,254.47,8054,219.79,405.3,,26.99,bdl,31.3239656,28.84,6.8,1.07,194,,0.661,bdl,0.02,38.05,18.46,60.35,16.05,,1.924,bdl,0.02,148.48,19.76,95.92,0.664,,0,bdl,0.07,,<0.13,0.21,20.7,,0.267,bdl,0,,0.09,0.02,0.077,,1.978,bdl,0.02799884,1456.24,121.77,885.14,11.09,,5.986,bdl,0.005,28.26,<0.01,267.99,15.3
,143.5,325.41,21.8,2336.06,497.79,0.9,24.82,,499.3,1519.74,13.5,3238.07,4191.32,0.53,180.8,,288.8,5.3,4.6,1390.73,124.21,887.93,1168,,8.823,b.d.l,4.5,21.05,3.81,-,1276,,8.094,1591.38,6.1,270.39,9656,266.45,405.7,,34.37,48.63,51,31.16,5.5,-,2.831,,2.432,0.108,7.52,40.34,26.68,60.98,5.132,,23.54,3.14,0.025,166.11,24.78,105.37,9.95,,0,4.2,0.5,,0.04,0.66,3.959,,13.7,0.135,0.1,,0.06,0.05,0.406,,41.74,12.04,1.86,1642.08,45.47,1028.72,52.91,,0.979,8.43,0.01,29.89,0.01,266.8,7.611
,2234,84,22.32,2561.55,404.37,0.05,159.2,,514.8,209,1.65,3371.23,3868.22,1.18,348.6,,21.44,10.9,1.36,1701.87,104.17,39.76,95.22,,4.713,2.2,,18.8,3.94,5.66,3247,,3227,1610,50.92,312.81,8293,2540.5,409.8,,16.45,18.7,18.88,30.11,4.7,1.14,60.21,,3.462,bdl,0.153,53.18,17.28,6.23,13.34,,1.046,bdl,0.112,198.77,21.88,1293.8,2.598,,0,2,8.71,,0.05,0.07,47.96,,1.516,bdl,0.096,,0.04,0.01,0.079,,270.6,1.8,,1938.88,31.83,5.59,53.77,,21.87,0.2,0.872,37.64,0.01,0.03,5.235
,5439.568719358736,377.02,22.4,2199.84,613.5,1.972,220.6,,527.74149851087,516.29,10.8,2921.61,4747.81,0.736,44.45,,,31.91,28.2,1447.2,111.1,41.02,48.37,,0.47775741805896,b.d.l,8.9,39.97,4.49,0.458,10.73,,109.3411034530261,1623.14,6.8,256.09,8203,0.805,410.1,,14.53586915895965,b.d.l,32,33.18,5.8,,24.75,,0.008565611701341435,2.01,5.49,35.75,20.94,17.34,0.277,,0.02835,15.61,0.025,128.55,33.94,0.232,0.767,,0.18325,1.57,0.5,,0.03,27.74,10.24,,0.006098275462416845,0.405,0.1,,0.08,0.043,0.027,,0.03115,102.31,2.71,1240.53,82.07,16.45,12.03,,0.01,9.49,0.01,24.35,0.01,1018,6.586
,485,49,23.3,1879.4,663.9,15.71,58.36,,781,46.1,10.8,2732.63,4328.12,15.67,71.4,,0.11725,1.1,16.9,1257.2,120.18,49.84,4913,,0.5902,1.1,11.6,44.77,4.13,4.87,23.98,,26.5671,790,7.7,226.5,8007,86.2,413.4,,14,4.7,25,27.32,6.8,4.09,75.62,,0.0184,0.1,5.97,34.55,20.66,0.35,0.684,,0.0373,0.5,0.025,134.5,29.74,7.02,0.323,,0.13695,bdl,0.5,,<0.13,0.15,27.65,,,bdl,0.1,,0.08,0.08,0.1,,0.022,1.9,4.85,1320.42,97.77,59.38,14.97,,0.0082,0.2,0.01,25.58,0.01,2.8,5.482
,3068.575412056049,11.52,24.32,2183.6,606.54,2.33,607.4,,787.5703131805607,851.51,4.12,3032.35,4874.06,3.46,212,,,4.07,1.62,1445.31,112.06,972.55,16.81,,0.25205,b.d.l,,20.97,3.69,-,13.07,,103.3665538355988,797.87,6.9,259.75,8466,373.64,418.1,,22.48835804122748,54.42,6.81,28.25,6.8,-,29.29,,0.01045,0.116,0.477,41.23,22.76,68.46,0.505,,0.02025,2.52,0.104,156.51,32.53,137.06,0.153,,0.1251110226918984,12.11,3.52,,0.05,0.34,1.622,,0.01521119354422061,0.071,0.086,,0.09,0.05,0.016,,0.02295,6.48,,1485.74,76.48,1536.28,3.471,,0.0096,4.15,2.79,28.51,0.01,435.92,8.618
,466.8,155.59,25.1,2686.63,760.19,2.02,70.75,,795.2,481.51,2.15,3831,4410.8,1.13,2268,,11.78,988.82,6.5,1666.6,122.44,985.63,688.7,,2.832,b.d.l,3.4,15.16,7.11,2.89,9528,,86.6,1290.72,7.36,314.97,8315,639.71,420,,74.47,b.d.l,41.1,27.53,6.9,-,238,,0.147,4.7,2.52,51.48,18.56,52.47,87.89,,23.73,9.73,0.05,193.24,33.73,203.28,1.943,,0,b.d.l,0.25,,<0.13,-,114.3,,13.05,0.51,0.05,,0.08,0.03,0.126,,44.73,233.79,1.091,1836.97,152.03,880.36,34.83,,8.066,14.71,0.0118,35.59,0.01,324.76,7.761
,449,1646.022089137335,25.2,2031.63,548.31,1.31,660.7,,812,333.3675839600597,1.3,2909.43,3513.27,1.18,146.1,,0.10795,26.31298282037411,19.8,1364.83,98.61,1108.19,20.14,,0.2895,13.30745059720626,9.9,13.18,3.35,-,2.19,,22.1687,1304.16583355865,11.9,259.52,9072,361.52,424,,11,31.74813835771705,48,28.03,6,5.72,60.61,,0.0256,1.268659998982102,3.79,43.11,19.38,8.68,5.185,,0.0449,1.509538009861497,0.025,164.19,19.96,276.63,1.208,,0.14025,27.11820174545425,0.5,,0.05,-,10.17,,,1.460870313309127,0.1,,0.08,-,0.202,,0.0451,86.4461499588134,4.27,1539.05,82.17,1277.8,127.3,,0.01,202.7316064552189,0.166,30.89,0.01,3.15,46.61
,327,25.51,25.32,2696.24,611.65,2.26,3783,,816.6,254.09,53.32,3412.73,4728.08,1.06,236.4,,20.04,6.14,,1586.7,148.61,1129.45,8.309,,9.341,b.d.l,,14.15,3.54,1.48,1528,,58.38,1317.75,9.33,309.66,8057,730.03,485.2,,57.36,57.9,,31.38,6.9,0.79,106,,0.645,0.4,,49.77,26.32,60.02,108,,35.77,1.12,,193.27,29.45,160.25,0.469,,0,3.99,6.28,,0.04,0.33,2925,,77.96,0.185,,,0.07,0.1,1.863,,63.91,135.3,2.53,1769.55,76.14,1060.32,2731,,24.37,7.17,2.02,34.05,0.02,275.53,179.1
,5841,14.1,25.5,489.44,783.93,1.13,158.1663673090098,,826.9,47,11.6,7023.89,4808.27,1.61,19.563075655824,,4.947,2,7.7,900.55,109.67,1166.58,1008.118890551978,,4.08,1.8,5.25,52.12,3.77,34.76,19.44701593848533,,2966,1350,6.99,631.52,8186,624.75,497.8595572856086,,79.88,bdl,52,10.8,8.1,-,23.4686666683268,,0,0.1,7.41,105.2,20.79,57.32,1.620288718901215,,0.048,0.3,0.025,102.26,30.47,182.24,24.47384930479587,,0,bdl,0.5,,0.06,0.08,0.4256798848651045,,16.52,bdl,0.1,,0.11,0.05,0.1200185948585333,,0.473,0.5,0.591,1336.78,133.38,938.35,154.9939357767728,,0.628,bdl,0.01,17.96,0.02,296.24,21.24622933316148
,478.2,21,25.7,592.89,631.66,0.76,12.72,,841.4,100,773,7475.68,3456.99,0.63,122.3,,11.37,15.6,51,714.69,109.45,1250.23,165.1,,4.902,1.8,12.3,57,7.83,-,3508,,99.16,1370,59,647.15,6811,481.39,498.2,,77.65,bdl,2.5,9.15,9.7,1.55,2.157,,0.147,0.2,19,135.91,15.57,9.32,3.497,,21.11,0.5,0.05,128.05,23.92,333.98,5.69,,0,bdl,0.25,,0.05,0.17,1.593,,25.49,0.2,0.05,,0.09,0.05,0.254,,37.63,2.9,1.79,1646.85,198.63,1260.69,73.15,,11.57,bdl,0.64,23.64,0.02,4.65,2.423
,8574,211.1,26.46,912.41,752.06,3.07,160.4,,843.8,374.63,1.72,7440.42,5095.08,2.44,879.5,,739.7,23.64,,703.93,162.62,1276.5,283,,16.9,b.d.l,,59,4.36,-,1822,,3118,1391.07,9.88,587.48,8935,87.75,502,,64.5,30.4,6.34,9,9,-,120.7,,3.087,2.09,,120.99,29.21,2.94,0.705,,0.856,9.52,,114.58,38.05,1.87,0.249,,0,2.15,1.69,,0.04,0.13,6.505,,2.182,0.251,,,0.12,-,0.092,,12.09,597.13,2.96,1475.23,150.54,48.72,5.98,,12.27,9.75,0.0163,22.1,0.02,5.02,5.983
,1564,30,27.8,352.47,719.88,39.91,59.61,,855.1,48.1,5.5,6624.63,3726.04,105.5,38.85,,527.3,1.7,2.4,1529.17,112.99,1306.66,186.7,,5.338,1.1,6.9,53.98,2.92,6.8,0.748,,236.2,1400,8.9,612.56,9400,2909.92,506.7,,46.22,bdl,57,9.33,11.5,2.95,38.32,,5.052,bdl,4.98,109.01,17.93,2.04,0.384,,0.064,bdl,0.025,94.89,35.71,4.18,0.267,,0,bdl,0.5,,0.04,0.04,3.488,,1534,bdl,0.1,,0.11,0.2,0.022,,12,bdl,3,1316.82,203.49,244.51,5.13,,2.895,bdl,0.14,19.05,0.03,0.99,3.214
,3188.133703574912,390,27.83,460.23,816.53,0.94,5075,,860.6246796677055,1810,5.27,7601.75,4257.98,0.76,122.8,,,28,1.05,920.35,114.31,1765.3,6.958,,0.8077696496761408,1.5,,52.67,6.02,-,302.6,,58.99710787337209,1400,,630.03,9828,383.01,510.7,,14.35084646317147,38,39.63,10.11,13.3,3.13,89.07,,0.0099,0.1,,121.77,15.24,11.97,19.81,,0.022,9.9,,114.25,44.54,263.12,0.435,,0.1207,bdl,1.16,,0.05,-,83.79,,0.0104,0.2,0.023,,0.09,0.05,1.969,,0.0217,2,0.33,1468.52,243.6,1358.74,73.6,,0.0068,0.2,0.51,20.57,0.03,4.35,3.578
,2900,319.59,29.06,124.11,1173.78,1.34,57.03,,880,447.16,9.58,658.72,5364.21,1.28,351.4,,7.48,638.62,1.7,60.86,171.6,1956.46,812.9,,4.6,b.d.l,1.08,23.47,4.55,-,8.602,,2.6,1418.37,46.7,9.58,8812,-,516.1,,26.80970739678134,17.1,7.21,3.6,15.6,-,203,,1.7,5.05,,1.88,21.4,1.1,14.13,,0.056,38.5,0.115,1.2,47.26,0.12,0.81,,0.09705,2.1,7.1,,0.08,0.65,330.6,,12,0.333,0.132,,0.15,-,0.125,,37,883.36,4.98,249.72,379.6,5.52,300.3,,0.19,22.36,1.61,0.14,0.04,0.99,61.32
,1411,19,29.1,144.91,985.04,0.82,78.49,,883,45.3,9.7,780.44,5212.44,0.61,40.54,,0.15465,1.5,14.7,116.14,134.68,8872.7,1.58,,0.3303,1.1,4.8,20.39,4.67,-,0.446,,56.9714,1440,7.4,16.19,8533,484.23,516.5,,7,bdl,75,7.2,9.3,4.47,20.82,,0.0118,bdl,6.11,5.34,22.57,19.46,0.052,,0.024,bdl,0.025,2.36,45.44,6.66,0.447,,0.277,bdl,0.5,,0.05,-,6.186,,,bdl,0.1,,0.14,0.58,0.037,,0.0303,bdl,1.8,190.88,217.75,93.41,4.767,,0.01,bdl,5.4,0.64,0.04,5.16,0.261
,2407.617071536522,60,30.1,128.68,2858.8,0.57,148.8,,889.0694420538855,61,1.2,650.44,8577.44,0.74,468.2,,,3.7,11.3,79.81,280.29,,1655,,0.66685,9,5.25,21.53,5.66,0.25,2878,,118.0913794864938,1460,7.6,9.41,16484.4,29.75,519.5,,26.80970739678134,bdl,116,8.4,72.9,0.24,172.3,,8.092246449337738,11,5.82,1.47,9.47,,45.63,,0.4096608663466259,4.3,0.025,1.14,151.15,0.21,5.24,,1.506672369650087,bdl,0.5,,0.18,0.22,41,,0.02255,0.2,0.1,,0.09,0.4,0.154,,5.95707460416224,3,0.43,302.56,821.08,0.18,55.07,,0.4006385319907161,0.1,0.081,0.27,0.04,0.26,5.746
,624,410,30.3,487.19,2408.8,1.76,6198,,902,141,22.9,1084.4,7510.92,0.22,149.9,,0.1031,12.9,22.4,533.45,248.32,,71.32,,0.7655,4.2,5,86.85,5.65,0.85,219.1,,27.0486,1470,5.83,476.73,14713.2,51.71,522.7,,13,14.2,45,17.08,63.8,0.25,44.14,,0.0094,0.2,7.95,49.28,9.41,,54.36,,0.01485,2.7,0.025,182.57,133.82,,0.429,,0.31705,3.4,0.5,,0.15,,61.76,,,bdl,0.1,,0.08,0.29,0.468,,0.0322,12.9,4.12,2751.53,808.68,,23.46,,0.00585,3.7,0.33,17.94,0.05,0.14,6.448
,568,273.27,30.66,448.6,961.55,0.43,8.203,,904,293.05,29.36,1362.19,5657.83,0.55,207.6,,0.1111,264.17,3.96,537.14,106.94,,1405,,0.6622,b.d.l,,73.44,5.41,0.78,79.96,,27.0949,1477.62,6.38,516.27,17849.6,1568.34,283.1,,13,56.2,19.7,14.52,17.2,1.59,2.145,,0.0247,9.01,,59.82,10.01,,15.01,,0.0254,10.1,0.047,176.98,69.11,0.2,14.33,,0.2951,9.52,0.59,,0.05,1.99,14.1,,,0.88,,,0.07,,0.71,,0.02735,543.7,0.995,2410.54,226.96,,75.42,,0.01,84.55,,17.38,0.06,,0.99
,3224.98062657855,18.7,31,398.09,178.37,0.32,1022,,906.1361026420576,44,12.5,1177.01,384.53,0.11,422.6,,,1.4,4.3,503.03,130.51,,222.2,,0.33875,2.3,5.12,78.2,<0.02,0.96,158.6,,107.1846569112394,1490,9.3,508.17,215.2,734.53,293.2,,27.57467802394824,4.8,33.8,26.88,31.1,23.47,110.7,,0.0115,0.2,4.23,50.78,2.21,0.18,3.81,,0.05686644890180284,0.4,0.025,153.59,6.62,0.26,0.362,,0.16935,bdl,0.5,,4.38,27.74,3.597,,0.017,bdl,0.1,,0.02,,0.015,,0.03295,2,0.543,2001.63,524.11,0.73,3.965,,0.005591833125654669,0.4,0.01,14.35,1.53,0.23,4.858
,392.6,780,32.1,435.89,210.88,0.13,820.3,,930.3,2890,18.1,1160.83,397.34,0.36,42.5,,12.19,7000,6.5,505.51,105.58,,32.89,,5.664,140,4.78,89.79,18.08,0.76,1.806,,147.9,1500,7.96,484.71,268.4,14.84,301.5,,98.66,57,60,22.92,32.7,5.3,28.65,,0.197,1.6,7.41,51.52,1.19,,0.613,,16.97,23.2,0.025,157.84,5.5,0.26,3.299,,0,bdl,0.5,,4.63,,3.981,,2.117,0.4,0.1,,0.02,,0.029,,30.5,2.5,3.04,2378.31,396.73,,8.123,,7.036,0.4,0.01,17.46,1.55,0.21,3.739
,581,33.39,32.3,416.71,205.21,20.07,67.28,,961,375.77,3.15,1095.67,403.27,0.289,251.3,,0.1675,7.76,12.1,475.13,102.7,,84.44,,0.30185,b.d.l,6.4,81.96,<0.02,0.364,567.7,,28.382,1637.07,8.1,483.57,302.5,20.08,303,,11,36.25,83,31.11,39.9,0.2,53.56,,0.01435,0.71,3.19,46.44,1.24,,352.2,,0.02445,2.55,0.025,157.89,7.98,,1.736,,0.1906,3.81,1.3,,5.28,2.16,378.7,,,0.19,0.1,,0.03,0.035,0.155,,0.02275,57.15,0.57,2262.03,491.49,0.044,44.75,,0.01,21.55,0.143,15.7,1.86,0.022,3.314
,3516.419531565416,302.71,32.34,454.46,205.3,,14.07168634025836,,963.6699218777741,821.66,24.99,1108.15,406.07,0.73,,,,22.13,5.01,500.42,76.97,62.82,0.02014663273964804,,0.3775,b.d.l,,84.58,12.6,1.2,,,72.01736549924132,1651.1,1.17,477.36,245.2,484.46,304.4993315958049,,17.37469190325265,41.59,104.5,26.88,28.7,,1714.186313837863,,0.0157,1.49,,54.32,0.95,12.87,,,0.0216,4.87,,170.29,6.66,12.21,,,0.21675,b.d.l,0.39,,4.73,,16.41547676804417,,0.02434483249282225,0.078,,,0.01,,0.05003051491581987,,0.035,406.13,,2495.65,415.34,125.35,,,0.0056,6.18,,16.44,1.95,3.6,
,2421.225932302093,240.41,11.95,441.2,224.25,0.49,516.7,,964.2146650724723,215.01,2.74,1208.72,453.63,0.72,157.2,,,87.91,,569.67,111.82,63.68,1003,,0.30245,b.d.l,,95.08,11.89,1.77,58.91,,89.7510807869881,1655.38,31.29,663.14,286.4,2312.65,305.4,,51.13208202668092,61.56,8.18,48.39,32,0.62,28.43,,0.0107,1.42,,67.93,1.48,13.2,4.615,,0.0447,4.14,0.048,165.09,6.49,111.12,0.511,,0.2547,6,0.38,,5.35,,4.923,,0.006126851707813536,0.57,,,0.02,0.17,0.124,,0.0177,118.2,,2475.86,446.52,147.35,12.83,,0.0087,27.73,,18.79,2.04,82.58,104.2
,848.5039060447795,6.54,12.25,254.6,200.26,1.83,165.1,,2796.646037442949,b.d.l,12.27,1925.79,403.05,0.82,269,,,b.d.l,,708.49,80.67,64.94,2691,,0.3032,b.d.l,,130.41,19.72,4.93,4032,,452.7533382847881,1667.35,0.38,2823.09,215,793.02,453.5,,52.29602892272951,24.9,16.72,275.36,27.7,-,4.658,,0.1499532315118829,b.d.l,,141.52,0.84,6.32,22.66,,0.02795,0.185,,242.01,6.49,0.85,73.05,,0.22135,b.d.l,,,4.33,0.13,18.88,,0.009070120953317945,0.031,0.054,,0.01,0.03,0.61,,0.1698959434055772,0.469,0.424,2694.04,423.83,50.58,425.7,,0.00675,0.41,,19.71,2.07,30.27,48.95
,588.9477765232111,213,12.47,255.48,242.61,0.92,1439,,2823.755581399222,197,1.54,1951.77,480.08,0.63,156.1,,,92,8.5,679.07,104.42,77.42,59.18,,0.3935,17.4,3.32,137.21,25.97,-,9.704,,121.3314009710671,1670,9.2,2810.69,264.1,391.01,460.1,,71.6365754790407,15.1,43.9,293.42,31.1,-,34.82,,0.01555,3.4,2.06,146.85,1.44,2.55,2.423,,0.0369,8.8,0.05,238.39,9.77,0.38,0.26,,0.4560601281342226,9.5,0.25,,5.86,0.22,6.774,,0.0239,0.1,0.05,,0.02,-,0.089,,3.38314704385299,150,1.1,2721.33,516.55,10.5,18.83,,0.01777420167987892,13.5,0.005,19.76,2.29,4.97,84.4
,710,670.89,12.47,257.85,313.43,4.17,439.3,,2824,277,1.54,2088.02,600.88,1,154,,525.8,477.34,6.5,735.2,289.82,87.2,24.31,,20.38,26.43,2.4,129.74,2.68,1.98,8.766,,567.7,1699.54,6.5,2687.63,5902.5,0.66,468.7,,39.24,35.1,41.1,284.53,47.1,6.11,270.9,,0.106,8.5,1.21,149.55,3.23,1.36,1.981,,0,76.35,,225.11,6.92,3.32,4.081,,0,4.02,,,5.55,0.08,183,,0.269,0.49,,,0.05,0.01,0.22,,0.3,830.11,0.682,2476.1,763.99,7.46,162.7,,0.568,29.46,,18.36,3.97,0.28,47.28
,304.8,141.284209911639,12.5,256.21,321.93,1.11,53.73,,2834,326.522331695869,6.1,1989.23,630.23,0.56,122.2,,543,384.746536459321,17.3,694.67,294.01,136.74,1040,,6.972,44.9197590214609,10.1,136.45,<0.02,-,47.75,,108.5,2108.96086552401,9.2,2929.84,5447.2,1680.89,477.4,,41.37,b.d.l.,13,256.58,50.5,-,64.56,,12.68,14.4082425366979,6.57,147.32,2.92,7.17,7.258,,0.436,34.3589346111369,0.025,245.11,7.93,1.31,0.951,,0,0.842395090631559,2.3,,6.17,-,14.8,,19.88,0.350002820459077,0.1,,0.04,-,0.514,,421.9,88.3042958437436,3.62,2854,855.71,60.36,89.4,,19.68,b.d.l.,0.01,20.83,4.58,18.53,48.79
,974.9,239,12.56,247.53,427.22,1.78,382.4,,2854,293,5.3,1951.17,837.51,1.36,1447,,13.92,10.2,11.72,691.3,360.79,157.04,3.681,,3.921,1.4,,133.88,<0.02,4.22,12.87,,134.5,2170,,2946.06,5685.7,1994.82,479.8,,87.2,18.9,72.65,262.68,60,0.65,136.8,,0.197,0.1,0.031,134.51,2.68,18.13,1.349,,12.55,0.8,,236.57,7.95,1.65,0.3,,0,1.5,,,7.18,0.81,333.7,,24.63,bdl,0.027,,0.03,0.22,0.106,,20.76,4.2,0.15,2588.52,917.99,101.58,0.858,,6.248,0.7,0.737,19.11,6.32,134.17,250.5
,5515,1270,12.83,255.31,294.49,1.69,1082,,1645,410,44.58,1994.38,535.83,1.11,298.3,,28.56,200,,700.64,257.84,192.78,963.3,,4.57,28,3.5,142.51,44.34,13.29,34.66,,1151,2180,3.73,3023.42,2804.3,2525.71,481.1,,115.3,12.7,11.53,301.4,45,1.64,117.1,,0,13,0.126,146.04,1.47,10.7,160,,0.039,7.1,,246.32,5.61,5.92,5.091,,0,17.5,,,5.1,-,102,,63.74,0.1,,,0.02,0.11,0.347,,0.883,47.2,0.305,2735.57,736.57,111.12,1109,,3.147,23.9,1.079,20.73,7.77,90.02,1065
,17910,530,12.86,257.17,385.5,101.57,544.3,,1733,340,0.213,2033.94,771.43,73.91,308.5,,10.48,11.3,0.58,688.91,418.86,228.69,12.26,,31.69,2.2,,134.39,62.26,43.8,284.4,,7136,2210,0.738,2669.97,3285.2,2238.37,525.2,,74.09,16.5,4.31,261.3,60.1,4.6,75.35,,0.789,0.2,0.03,144.41,1.54,5.04,4.397,,0.967,1.4,,235.1,5.97,30.45,1.442,,0,2,0.61,,5.36,0.07,35.28,,1.913,bdl,,,0.02,0.14,0.622,,8.282,6.9,3.53,2488.79,880.61,2637.43,21.22,,4.923,1.7,,19.56,7.87,7.34,50.95
,3565,121,13.1,9.38,342.87,4.74,44.53,,1790,89,5.68,221.36,543.78,1.05,257.7,,16.66,12.3,7.2,3584.88,192.47,242.8,121.9,,4.08,1.9,6.8,51.79,68.06,2.6,35.06,,3512,2220,8.3,292.19,2475.8,19.24,557.4,,71.44,3.9,22.4,<LOD,45.2,4.9,123.8,,5.762,0.9,4.19,4.99,2.86,3.28,0.936,,0.469,38.8,0.025,55.71,8.49,11.74,0.258,,0,bdl,0.5,,9.19,0.11,2.167,,7.131,0.3,0.1,,0.04,0.05,0.014,,16.1,3.3,0.57,4271.12,674.37,20.34,3.721,,8.332,0.1,0.01,1.73,10.34,0.62,1.054
