Co,Co,Co,Co,Co,Co,Co,Co,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu,Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn,As,As,As,As,As,As,As,As,Se,Se,Se,Se,Se,Se,Se,Se,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Ag,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Sb,Te,Te,Te,Te,Te,Te,Te,Te,Au,Au,Au,Au,Au,Au,Au,Au,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Pb,Bi,Bi,Bi,Bi,Bi,Bi,Bi,Bi
,,,,99.41,8.07,,,,,,,278.39,93.74,,,,,,,48.92,34.88,,,,,,,356.38,3.67,,,,,,,319.08,41,,,,,,,7.57,119.1,,,,,,,4.25,0.74,,,,,,,31.81,16.02,,,,,,,,0.25,,,,,,,,<0.01,,,,,,,266.85,12.44,,,,,,,19.05,0.13,,
,,,,91.37,8.47,,,,,,,235.46,89.36,,,,,,,39.42,27.9,,,,,,,319.26,1.8,,,,,,,271.24,32.4,,,,,,,5.38,135.3,,,,,,,3.85,0.48,,,,,,,39.02,9.8,,,,,,,,0.21,,,,,,,,<0.01,,,,,,,242.75,9.89,,,,,,,18.89,0.14,,
,,,,94.77,264.01,,,,,,,249.63,385.73,,,,,,,46.25,345.94,,,,,,,244.94,5.83,,,,,,,256.34,322.4,,,,,,,7.23,8.3,,,,,,,4.15,7.81,,,,,,,31.96,19.91,,,,,,,,0.19,,,,,,,,<0.01,,,,,,,220.02,216.19,,,,,,,16.27,0.16,,
,,,,42.65,18.81,,,,,,,120.33,102.33,,,,,,,35.49,36.25,,,,,,,306.58,1.79,,,,,,,182.47,44,,,,,,,9.65,124.9,,,,,,,1.45,0.81,,,,,,,48.82,16.26,,,,,,,,0.24,,,,,,,,<0.01,,,,,,,145.75,17.92,,,,,,,10.33,0.18,,
,,,,59.63,14.22,,,,,,,293.17,150.51,,,,,,,223.97,43.83,,,,,,,236.72,6.85,,,,,,,216.76,54.9,,,,,,,23.74,126.2,,,,,,,6.63,0.79,,,,,,,101.38,17.11,,,,,,,,0.22,,,,,,,,0,,,,,,,535.01,17.58,,,,,,,11.87,0.21,,
,,,,72.81,12.91,,,,,,,175.96,126.79,,,,,,,67,39.92,,,,,,,390.34,3.82,,,,,,,424.42,46.3,,,,,,,8.86,129.9,,,,,,,2.05,0.84,,,,,,,57.05,16.78,,,,,,,,0.14,,,,,,,,<0.01,,,,,,,211.91,14.84,,,,,,,11.3,0.22,,
,,,,76.54,14.15,,,,,,,187.83,159.15,,,,,,,69.9,39.28,,,,,,,380.62,9.83,,,,,,,351.97,41.6,,,,,,,6.74,131.8,,,,,,,2.34,0.89,,,,,,,52.61,13.68,,,,,,,,0.28,,,,,,,,<0.01,,,,,,,214.7,13.11,,,,,,,12.46,0.22,,
,,,,114.98,13.14,,,,,,,340.19,140.89,,,,,,,172.74,46.12,,,,,,,350.23,3.95,,,,,,,496.86,49.8,,,,,,,8.55,122.6,,,,,,,4.15,0.9,,,,,,,47.24,21.47,,,,,,,,0.22,,,,,,,,<0.01,,,,,,,273.56,17.35,,,,,,,17.79,0.23,,
,,,,73.29,11.85,,,,,,,258.26,120.1,,,,,,,68.7,37.02,,,,,,,139.45,4.42,,,,,,,202.45,39.6,,,,,,,3.88,103.2,,,,,,,6.68,1.02,,,,,,,23.56,18.18,,,,,,,,0.18,,,,,,,,<0.01,,,,,,,208.42,16.7,,,,,,,21.62,0.23,,
,,,,141.37,13.94,,,,,,,192.6,151.75,,,,,,,235.83,40.54,,,,,,,417.68,13.15,,,,,,,501.22,41,,,,,,,1.46,126.3,,,,,,,2.4,0.99,,,,,,,22.43,15.85,,,,,,,,0.24,,,,,,,,<0.01,,,,,,,142.91,17.04,,,,,,,8.2,0.23,,
,,,,97.49,12.39,,,,,,,230.85,148.13,,,,,,,39.62,41.64,,,,,,,93.71,3.49,,,,,,,373.05,47.9,,,,,,,10.06,126.6,,,,,,,4.13,1.02,,,,,,,32.74,18.18,,,,,,,,0.29,,,,,,,,<0.01,,,,,,,222.66,15.91,,,,,,,18.83,0.25,,
,,,,93.47,12.31,,,,,,,311.07,130.74,,,,,,,137.63,41.68,,,,,,,154.84,5.79,,,,,,,520.21,45.3,,,,,,,8.16,114.3,,,,,,,3.66,1.08,,,,,,,65.57,19.92,,,,,,,,0.25,,,,,,,,<0.01,,,,,,,265.25,17.1,,,,,,,15.69,0.26,,
,,,,96.72,275.72,,,,,,,290.62,341.73,,,,,,,166.58,241.42,,,,,,,169.42,6.42,,,,,,,387.5,285.2,,,,,,,9.47,9.3,,,,,,,3.7,4.24,,,,,,,60.73,15.83,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,265.28,228.04,,,,,,,17.3,0.26,,
,,,,131.16,40.03,,,,,,,227.39,113.42,,,,,,,79.19,66.96,,,,,,,646.01,35.07,,,,,,,684.38,526.3,,,,,,,3.93,492.9,,,,,,,2.13,1.09,,,,,,,48.5,97.99,,,,,,,,1.14,,,,,,,,<0.01,,,,,,,197.24,34.19,,,,,,,11.16,0.28,,
,,,,33.87,173.86,,,,,,,146.98,148.98,,,,,,,61.4,173.27,,,,,,,66.32,5.04,,,,,,,378.14,620.7,,,,,,,3.9,4.9,,,,,,,4.69,0.54,,,,,,,12.71,29.44,,,,,,,,0.15,,,,,,,,<0.01,,,,,,,175.89,318.09,,,,,,,26.24,0.81,,
,,,,45.59,42.63,,,,,,,133.09,922.46,,,,,,,124.55,500.32,,,,,,,42.3,311.56,,,,,,,616.76,606,,,,,,,8.46,60.9,,,,,,,7.64,7.39,,,,,,,38.04,70.9,,,,,,,,2.81,,,,,,,,0.13,,,,,,,220.86,217.04,,,,,,,38.78,0.83,,
,,,,40.27,120.01,,,,,,,121.62,663.51,,,,,,,95.25,218.3,,,,,,,38.92,313.83,,,,,,,286.89,269,,,,,,,4.87,102.2,,,,,,,3.57,2.64,,,,,,,11.1,20.41,,,,,,,,1,,,,,,,,<0.01,,,,,,,17.96,64.77,,,,,,,21.66,0.85,,
,,,,52.73,776.35,,,,,,,143.74,613.58,,,,,,,112.48,310.43,,,,,,,73.01,12.59,,,,,,,422.09,216.1,,,,,,,7.11,16.8,,,,,,,6.13,7.81,,,,,,,54.06,23.36,,,,,,,,0.22,,,,,,,,0.04,,,,,,,554.38,657.11,,,,,,,37.65,1.7,,
,,,,37.36,171.28,,,,,,,100.34,438.08,,,,,,,74.47,266.78,,,,,,,45.21,6.21,,,,,,,230.7,147.1,,,,,,,3.33,11.6,,,,,,,2.97,8.15,,,,,,,6.32,17.79,,,,,,,,<0.13,,,,,,,,0.04,,,,,,,68.47,474.4,,,,,,,15.95,1.83,,
,,,,4589.41,239.17,,,,,,,3720.96,570.61,,,,,,,1261.3,343.38,,,,,,,73.09,9.18,,,,,,,1698.89,175.9,,,,,,,37.59,12.9,,,,,,,27.61,10.06,,,,,,,373.54,21.27,,,,,,,,0.23,,,,,,,,0.05,,,,,,,2051.71,620.35,,,,,,,15.25,2.5,,
,,,,4026.08,262.42,,,,,,,6391.31,463.33,,,,,,,4727.23,324.32,,,,,,,62.85,8.27,,,,,,,4401.98,139.3,,,,,,,74.73,10.4,,,,,,,49.17,7.8,,,,,,,785.96,18.9,,,,,,,,0.26,,,,,,,,0.03,,,,,,,3372.27,661.87,,,,,,,34.67,2.63,,
,,,,3699.37,319.3,,,,,,,4519.68,613.12,,,,,,,1178.74,348.37,,,,,,,86.05,6.65,,,,,,,3369.6,190,,,,,,,52.22,16.7,,,,,,,21.4,8.51,,,,,,,480.84,22.27,,,,,,,,<0.13,,,,,,,,0.03,,,,,,,2860.61,585.22,,,,,,,17.07,3.11,,
,,,,2071.35,301.29,,,,,,,2403.64,512.01,,,,,,,498.41,355.09,,,,,,,58.5,6.26,,,,,,,1483.72,141.8,,,,,,,24.22,14.2,,,,,,,9.95,7.06,,,,,,,303.72,17.44,,,,,,,,0.13,,,,,,,,0.06,,,,,,,1664.59,738.02,,,,,,,7.61,3.84,,
,,,,1344.76,364.3,,,,,,,1717.53,195.35,,,,,,,816.35,266.91,,,,,,,30.66,3.9,,,,,,,1114.46,480.3,,,,,,,17.24,7.9,,,,,,,8.46,1.09,,,,,,,249.48,29.27,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,2045.42,306.49,,,,,,,8.72,6.14,,
,,,,724.5,421.07,,,,,,,1532.72,242.39,,,,,,,1002.5,332.33,,,,,,,33.86,4.53,,,,,,,862.47,591,,,,,,,13.53,9.3,,,,,,,5.37,1.41,,,,,,,251.55,33.33,,,,,,,,0.14,,,,,,,,0.01,,,,,,,1669.32,366.58,,,,,,,5.18,6.6,,
,,,,1219.16,396.87,,,,,,,1873.34,317.3,,,,,,,883.1,323.32,,,,,,,31.67,5.51,,,,,,,1167.31,594,,,,,,,19.3,10.1,,,,,,,8.88,1.48,,,,,,,311.43,44.06,,,,,,,,0.1,,,,,,,,0.01,,,,,,,1712.49,361.29,,,,,,,8.16,8.6,,
,,,,14,12.01,,,,,,,80.96,32.35,,,,,,,121.43,0.82,,,,,,,6.28,0.28,,,,,,,584.41,27,,,,,,,5.12,38.3,,,,,,,3.66,<0.01,,,,,,,163,0.88,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,365.59,3.11,,,,,,,0.09,0.04,,
,,,,43.04,2.55,,,,,,,76.72,5.58,,,,,,,310.62,10.41,,,,,,,0.71,1.79,,,,,,,2607,26,,,,,,,28.03,28.4,,,,,,,0.79,0.03,,,,,,,80.9,0.62,,,,,,,,<0.13,,,,,,,,0,,,,,,,466.84,4.11,,,,,,,0.21,0.04,,
,,,,6.33,4.98,,,,,,,18.87,15.2,,,,,,,33.1,9.73,,,,,,,4,1.45,,,,,,,34.34,23,,,,,,,2.95,42.1,,,,,,,0.14,0.05,,,,,,,30.83,0.84,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,215.65,3.78,,,,,,,0.21,0.04,,
,,,,6.67,5.62,,,,,,,20.85,12.77,,,,,,,40.64,13.01,,,,,,,0.93,2.64,,,,,,,26.75,26,,,,,,,2.91,39.8,,,,,,,0.32,0.13,,,,,,,38.09,0.84,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,240.45,4.89,,,,,,,0.26,0.05,,
,,,,32.55,12.36,,,,,,,97.08,20.08,,,,,,,47.08,17.72,,,,,,,1.03,2.8,,,,,,,341.55,27,,,,,,,3.66,39.6,,,,,,,0.51,0.03,,,,,,,66.04,0.71,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,349.61,3.41,,,,,,,0.44,0.05,,
,,,,25.6,13.4,,,,,,,88.23,23.23,,,,,,,45.99,6.1,,,,,,,0.99,2.79,,,,,,,292.62,24,,,,,,,6.33,26,,,,,,,0.65,0.06,,,,,,,59.23,0.91,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,337.59,3.7,,,,,,,0.47,0.06,,
,,,,43.49,4.48,,,,,,,122.39,9.8,,,,,,,48.07,9.02,,,,,,,1.99,3.9,,,,,,,315.44,21,,,,,,,6.24,32.4,,,,,,,0.72,0.03,,,,,,,55.89,1.19,,,,,,,,0.06,,,,,,,,<0.01,,,,,,,335.11,4.39,,,,,,,0.74,0.06,,
,,,,14.01,9.43,,,,,,,52.11,17.49,,,,,,,47,13.46,,,,,,,2.4,12.05,,,,,,,376.82,24,,,,,,,6.94,30.9,,,,,,,0.51,0.07,,,,,,,62.54,0.93,,,,,,,,0.13,,,,,,,,<0.01,,,,,,,340.85,4.13,,,,,,,0.36,0.06,,
,,,,31.23,19.11,,,,,,,95.38,36.62,,,,,,,41.21,11.7,,,,,,,0.77,5.81,,,,,,,338.48,26,,,,,,,6.08,32.3,,,,,,,0.66,0.09,,,,,,,60.38,1.17,,,,,,,,0.11,,,,,,,,<0.01,,,,,,,313.26,4.63,,,,,,,0.39,0.07,,
,,,,14.45,36.92,,,,,,,54.12,72.62,,,,,,,41.22,7.88,,,,,,,2.63,7.45,,,,,,,173.03,9,,,,,,,6,37.9,,,,,,,0.59,0.07,,,,,,,69.23,0.86,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,303.44,3.24,,,,,,,0.39,0.07,,
,,,,14.95,5.17,,,,,,,52.95,17.11,,,,,,,40.17,10.14,,,,,,,1.98,0.52,,,,,,,186.71,25,,,,,,,5.78,39.4,,,,,,,0.5,0.1,,,,,,,66.98,0.98,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,309.41,4.08,,,,,,,0.32,0.07,,
,,,,147.52,2.43,,,,,,,343.86,88.81,,,,,,,115.55,22.78,,,,,,,133.64,11.6,,,,,,,338.07,24,,,,,,,7.04,40.9,,,,,,,1.66,0.06,,,,,,,22.03,2.04,,,,,,,,0.15,,,,,,,,<0.01,,,,,,,418.2,9.56,,,,,,,6.93,0.07,,
,,,,115.61,1.21,,,,,,,291.01,22.92,,,,,,,94.28,25.68,,,,,,,102.89,28.2,,,,,,,239.56,24,,,,,,,5.89,30.6,,,,,,,1.76,0.11,,,,,,,19.99,2.45,,,,,,,,<0.13,,,,,,,,0,,,,,,,367.68,12.25,,,,,,,7,0.07,,
,,,,160.84,5.39,,,,,,,389.73,15.59,,,,,,,101.5,10.78,,,,,,,84.32,2.05,,,,,,,373.47,26,,,,,,,4.58,45.7,,,,,,,1.71,0.04,,,,,,,22.32,1.16,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,420.98,4.02,,,,,,,6.24,0.08,,
,,,,159.17,1.93,,,,,,,415.59,68.69,,,,,,,101.33,26.07,,,,,,,102.45,38.2,,,,,,,428.91,27,,,,,,,7.85,38.6,,,,,,,1.79,0.09,,,,,,,26.78,2.7,,,,,,,,0.12,,,,,,,,<0.01,,,,,,,458.96,11.04,,,,,,,7.24,0.08,,
,,,,128.06,68.3,,,,,,,269.09,147.15,,,,,,,98,12.68,,,,,,,71.58,10.93,,,,,,,271.72,18,,,,,,,5.56,42.6,,,,,,,1.14,0.09,,,,,,,19.47,1.28,,,,,,,,0.16,,,,,,,,0,,,,,,,314.47,4.93,,,,,,,5.09,0.08,,
,,,,158.39,1.09,,,,,,,423.83,29.79,,,,,,,110.94,34.35,,,,,,,76.35,9.48,,,,,,,481.67,34,,,,,,,7.36,29.2,,,,,,,1.75,0.14,,,,,,,28.89,3.55,,,,,,,,0.21,,,,,,,,0,,,,,,,427.76,14.23,,,,,,,6.72,0.08,,
,,,,105.84,6.41,,,,,,,235.5,7.31,,,,,,,91.66,7.7,,,,,,,62.65,0.92,,,,,,,239.07,28,,,,,,,4.71,29.5,,,,,,,1.3,0.09,,,,,,,18.15,0.95,,,,,,,,<0.13,,,,,,,,0.01,,,,,,,297.62,4.59,,,,,,,7.14,0.09,,
,,,,114.8,10.71,,,,,,,254,26.29,,,,,,,106.67,10.04,,,,,,,69.86,<0.02,,,,,,,235.97,20,,,,,,,7.31,41.8,,,,,,,1.5,0.06,,,,,,,19.19,1.47,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,315.64,5.14,,,,,,,7.25,0.09,,
,,,,174.62,1.09,,,,,,,446.29,35.97,,,,,,,78.17,37.7,,,,,,,69.66,6.77,,,,,,,426.57,45,,,,,,,5.58,20.2,,,,,,,2.06,0.07,,,,,,,25.12,2.63,,,,,,,,0.19,,,,,,,,<0.01,,,,,,,434.54,14.49,,,,,,,6.21,0.1,,
,,,,162.13,9.75,,,,,,,426.11,20.42,,,,,,,94.63,10.82,,,,,,,58.43,2.34,,,,,,,538.09,26,,,,,,,5.34,31.8,,,,,,,1.46,0.13,,,,,,,23.8,1.02,,,,,,,,0.07,,,,,,,,<0.01,,,,,,,413.27,5.4,,,,,,,5.38,0.11,,
,,,,177.55,11.14,,,,,,,371.87,253.87,,,,,,,102.7,35.06,,,,,,,69.56,3.73,,,,,,,281.27,33.6,,,,,,,16.16,50.2,,,,,,,1.33,0.1,,,,,,,22.59,3.95,,,,,,,,0.2,,,,,,,,<0.01,,,,,,,362.27,13.72,,,,,,,5.88,0.11,,
,,,,170.88,1.64,,,,,,,386.5,39.6,,,,,,,98.59,40.76,,,,,,,69.16,3.09,,,,,,,304.5,45.7,,,,,,,4.85,34.5,,,,,,,1.74,0.14,,,,,,,21.79,4.76,,,,,,,,0.18,,,,,,,,<0.01,,,,,,,361.31,17.45,,,,,,,5.92,0.12,,
,,,,179.25,1.94,,,,,,,400.79,84.71,,,,,,,107.94,36.59,,,,,,,74.16,51.81,,,,,,,335.88,38.9,,,,,,,5.75,38.9,,,,,,,1.59,0.08,,,,,,,23.41,3.39,,,,,,,,0.16,,,,,,,,<0.01,,,,,,,410.57,21.84,,,,,,,6.86,0.13,,
,,,,74.81,2.54,,,,,,,192.09,59.34,,,,,,,97.22,26.24,,,,,,,34.09,74.83,,,,,,,495.06,21.8,,,,,,,4.84,39.4,,,,,,,1.6,0.12,,,,,,,22.26,2.47,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,784.08,11.54,,,,,,,5.91,0.13,,
,,,,76.96,2.44,,,,,,,212.81,62.58,,,,,,,92.49,36.72,,,,,,,31.14,34.13,,,,,,,485.34,33.8,,,,,,,4.06,29.2,,,,,,,1.47,0.14,,,,,,,21.36,3.96,,,,,,,,0.18,,,,,,,,<0.01,,,,,,,381.45,16.65,,,,,,,6.59,0.13,,
,,,,94.76,1.25,,,,,,,229.85,36.98,,,,,,,92.35,31.69,,,,,,,40.83,23.84,,,,,,,497.22,28.1,,,,,,,3.78,27.5,,,,,,,1.81,0.15,,,,,,,23.18,3.32,,,,,,,,0.14,,,,,,,,<0.01,,,,,,,389.34,13.16,,,,,,,6.7,0.13,,
,,,,115.41,1.79,,,,,,,276.05,60.68,,,,,,,93.29,37.3,,,,,,,75.48,0.77,,,,,,,228.68,33,,,,,,,3.44,61.2,,,,,,,1.57,0.22,,,,,,,19.94,3.1,,,,,,,,0.25,,,,,,,,<0.01,,,,,,,308.26,15.68,,,,,,,5.98,0.14,,
,,,,84.91,50.38,,,,,,,246.1,73.44,,,,,,,342.49,12.97,,,,,,,77.83,6.43,,,,,,,1211.2,21.3,,,,,,,23.93,32.4,,,,,,,1.88,0.16,,,,,,,88.26,1.53,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,882.51,7.03,,,,,,,3.91,0.17,,
,,,,57.68,1.26,,,,,,,144.54,61.71,,,,,,,114.68,44.36,,,,,,,65.8,12.01,,,,,,,281.56,52.1,,,,,,,9.73,47,,,,,,,1.26,0.16,,,,,,,25.84,4.34,,,,,,,,0.24,,,,,,,,<0.01,,,,,,,557.42,19.66,,,,,,,5.16,0.17,,
,,,,91.56,2.43,,,,,,,218.42,121.44,,,,,,,175.24,54.17,,,,,,,2.6,45.51,,,,,,,1406.99,38.5,,,,,,,18.64,48.7,,,,,,,1.66,0.16,,,,,,,55.91,3.05,,,,,,,,0.17,,,,,,,,<0.01,,,,,,,651.07,19.28,,,,,,,4.3,0.17,,
,,,,155.22,3.05,,,,,,,396.84,83.06,,,,,,,95.79,43.68,,,,,,,68.67,39.53,,,,,,,291.71,30.9,,,,,,,6.95,25.7,,,,,,,1.57,0.32,,,,,,,19.99,2.82,,,,,,,,0.23,,,,,,,,<0.01,,,,,,,337.7,14.98,,,,,,,5.76,0.26,,
,,,,156.15,32.15,,,,,,,424,171.75,,,,,,,102.15,65.92,,,,,,,39.36,69.38,,,,,,,525.14,94.4,,,,,,,8.53,33.2,,,,,,,2.12,0.88,,,,,,,23.33,6.81,,,,,,,,0.3,,,,,,,,<0.01,,,,,,,381.61,22.82,,,,,,,5.65,0.27,,
,,,,32,0,,,,,,,100.53,0.77,,,,,,,171.32,0.15,,,,,,,25.37,<0.02,,,,,,,149.43,0.3,,,,,,,12.39,5.1,,,,,,,0.91,<0.01,,,,,,,11.25,11.6,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,564.72,0.33,,,,,,,0.66,<0.01,,
,,,,149.73,0.1,,,,,,,397.42,8.36,,,,,,,139.13,0.57,,,,,,,1448.62,0.33,,,,,,,564.1,0.3,,,,,,,7.78,5.3,,,,,,,1.91,<0.01,,,,,,,24.35,0.04,,,,,,,,0.07,,,,,,,,<0.01,,,,,,,366.93,0.33,,,,,,,7.57,<0.01,,
,,,,146.39,0.01,,,,,,,319.23,0.7,,,,,,,76.44,0.35,,,,,,,20.7,0.37,,,,,,,923.89,0.3,,,,,,,6.89,9.2,,,,,,,1.26,<0.01,,,,,,,43.22,11.6,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,509.2,0.33,,,,,,,13.94,<0.01,,
,,,,156.7,0.79,,,,,,,319.66,3.32,,,,,,,77.05,0.3,,,,,,,5.44,<0.02,,,,,,,1342.54,0.4,,,,,,,8.18,8.3,,,,,,,0.82,0.01,,,,,,,38.76,0.08,,,,,,,,0.08,,,,,,,,0,,,,,,,431.42,0.33,,,,,,,7.82,<0.01,,
,,,,156.61,8.63,,,,,,,332.29,57.77,,,,,,,162.02,5.83,,,,,,,27.05,0.23,,,,,,,1058.61,4.6,,,,,,,6.92,14.1,,,,,,,1.28,<0.01,,,,,,,40.99,0.38,,,,,,,,0.05,,,,,,,,<0.01,,,,,,,472.93,0.59,,,,,,,12.01,<0.01,,
,,,,169.56,8.57,,,,,,,354.38,98.11,,,,,,,87.97,6.79,,,,,,,15.61,1.71,,,,,,,1148.72,6.5,,,,,,,7.03,12.6,,,,,,,1.32,<0.01,,,,,,,42.88,0.35,,,,,,,,0.11,,,,,,,,<0.01,,,,,,,490.25,0.67,,,,,,,9.13,<0.01,,
,,,,165.17,18.83,,,,,,,349.43,142.2,,,,,,,94.86,5.54,,,,,,,14.65,5.62,,,,,,,1422.95,8,,,,,,,8.2,12,,,,,,,1.13,0.02,,,,,,,44.04,0.37,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,468.16,0.79,,,,,,,6.79,<0.01,,
,,,,158.53,3.08,,,,,,,342.92,23.7,,,,,,,90.5,4.99,,,,,,,13.02,2.19,,,,,,,1115.3,1.9,,,,,,,8.28,7.2,,,,,,,1.13,0.03,,,,,,,44.11,0.06,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,478.68,0.39,,,,,,,9.83,0.01,,
,,,,79.94,21.27,,,,,,,184,66.77,,,,,,,108.58,2.9,,,,,,,51.07,0.52,,,,,,,437.1,0.8,,,,,,,5.04,4.2,,,,,,,1.49,0.02,,,,,,,18.9,11.6,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,524.92,0.33,,,,,,,10.57,0.02,,
,,,,263.24,6.8,,,,,,,1026.62,102.01,,,,,,,416.69,7.73,,,,,,,33.32,1.75,,,,,,,4116.65,10,,,,,,,14.91,15.3,,,,,,,3.12,0.02,,,,,,,83.54,0.43,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,1187.24,1.25,,,,,,,11.8,0.02,,
,,,,105.09,0.78,,,,,,,306,35.63,,,,,,,188.8,9.63,,,,,,,38.76,1.69,,,,,,,1538.89,6.6,,,,,,,50.17,17.1,,,,,,,1.99,0.06,,,,,,,37.78,0.54,,,,,,,,0.11,,,,,,,,0.01,,,,,,,648.06,1.31,,,,,,,8.67,0.02,,
,,,,222.71,0.12,,,,,,,714.75,11.9,,,,,,,1661.55,27.53,,,,,,,8.21,1.08,,,,,,,9836.41,8,,,,,,,23.06,29.9,,,,,,,3.55,0.03,,,,,,,178.46,0.58,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,1682.42,1.4,,,,,,,10.99,0.03,,
,,,,158.17,4.92,,,,,,,333.02,136.44,,,,,,,698.52,53.03,,,,,,,351.13,17.8,,,,,,,627.07,41,,,,,,,7.47,98.2,,,,,,,1.73,0.28,,,,,,,30.86,16.5,,,,,,,,0.13,,,,,,,,<0.01,,,,,,,809.32,19.72,,,,,,,11.63,0.07,,
,,,,137.2,2.68,,,,,,,472.14,115.17,,,,,,,147.52,68.66,,,,,,,34.12,6.74,,,,,,,1553.86,20,,,,,,,6.05,52.7,,,,,,,1.96,0.19,,,,,,,34.06,3.82,,,,,,,,0.18,,,,,,,,<0.01,,,,,,,683.24,9.1,,,,,,,11.29,0.08,,
,,,,225.48,1.82,,,,,,,706.98,77.81,,,,,,,217.3,43.37,,,,,,,29.48,6.34,,,,,,,1761.49,25,,,,,,,15.26,139.1,,,,,,,2.62,0.21,,,,,,,43.48,14.23,,,,,,,,<0.13,,,,,,,,0.01,,,,,,,837.55,18.7,,,,,,,9.48,0.09,,
,,,,175.3,2.6,,,,,,,604.57,75.33,,,,,,,172.9,37.87,,,,,,,89.66,14.13,,,,,,,2050.52,18,,,,,,,10.86,52.2,,,,,,,2.57,0.16,,,,,,,43.46,4.76,,,,,,,,0.17,,,,,,,,<0.01,,,,,,,773.01,9.73,,,,,,,15.01,0.09,,
,,,,118.79,1.54,,,,,,,193.03,71.89,,,,,,,126.18,65.76,,,,,,,25.88,19.75,,,,,,,919.44,40,,,,,,,3.99,123.7,,,,,,,1.19,0.23,,,,,,,20.84,16.43,,,,,,,,<0.13,,,,,,,,<0.01,,,,,,,378.44,28.25,,,,,,,4.32,0.09,,
,,,,119.78,2.21,,,,,,,197.39,93.91,,,,,,,127.23,66.72,,,,,,,26.77,20.32,,,,,,,1007.95,34,,,,,,,4.54,139.1,,,,,,,1.27,0.32,,,,,,,21.01,15.6,,,,,,,,0.22,,,,,,,,<0.01,,,,,,,401.7,26.55,,,,,,,4.61,0.1,,
,,,,118.02,2.28,,,,,,,207.18,81.28,,,,,,,143.06,63.28,,,,,,,32.64,45.51,,,,,,,885.67,40,,,,,,,6.09,86.9,,,,,,,1.32,0.42,,,,,,,21.45,19.46,,,,,,,,0.21,,,,,,,,<0.01,,,,,,,417.11,24.66,,,,,,,4.36,0.1,,
,,,,121.94,2.2,,,,,,,203.17,122.88,,,,,,,147.35,63.61,,,,,,,30.63,14.69,,,,,,,1089.87,28,,,,,,,5.13,138.9,,,,,,,1.34,0.26,,,,,,,24.68,14.08,,,,,,,,0.14,,,,,,,,<0.01,,,,,,,460.04,23.36,,,,,,,4.22,0.11,,
,,,,113.71,3.03,,,,,,,208.28,112.35,,,,,,,128.73,40.47,,,,,,,46.86,16.66,,,,,,,863.99,22,,,,,,,5.57,57.6,,,,,,,1.26,0.18,,,,,,,23.29,5.37,,,,,,,,0.12,,,,,,,,<0.01,,,,,,,445.48,12.66,,,,,,,5.79,0.11,,
,,,,116.4,4.55,,,,,,,194.7,146.4,,,,,,,119.31,63.09,,,,,,,22.65,11.85,,,,,,,1081.53,45,,,,,,,5.54,115.3,,,,,,,1.21,0.37,,,,,,,22.31,16.06,,,,,,,,0.24,,,,,,,,<0.01,,,,,,,433.76,24.29,,,,,,,4.93,0.11,,
,,,,118.36,2.46,,,,,,,210.12,101.45,,,,,,,165.3,71.4,,,,,,,26.04,19.98,,,,,,,978.49,43,,,,,,,4.41,127.2,,,,,,,1.35,0.25,,,,,,,23.78,18.66,,,,,,,,0.23,,,,,,,,<0.01,,,,,,,468.04,30.56,,,,,,,5.29,0.11,,
,,,,85.9,1.81,,,,,,,195.52,71.75,,,,,,,83.5,42.82,,,,,,,36.49,56.65,,,,,,,351.46,19,,,,,,,10.17,61.2,,,,,,,1.7,0.24,,,,,,,20.06,5.31,,,,,,,,0.11,,,,,,,,0.01,,,,,,,551.45,13.94,,,,,,,17.91,0.11,,
,,,,77.87,2.94,,,,,,,205.1,106.38,,,,,,,70.29,34.47,,,,,,,42.32,50.2,,,,,,,224.66,22,,,,,,,5.15,48.3,,,,,,,1.46,0.24,,,,,,,16.8,5.1,,,,,,,,0.2,,,,,,,,<0.01,,,,,,,529.28,11.9,,,,,,,15.77,0.11,,
