,Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
3143,Sedimentary pyrite,20.64,364.09,586.67,19.15,11.6,1.3,0.77,0.42,1.2753146853146853,0.070206718,89.25,0.01
3144,Sedimentary pyrite,14.69,146.81,194.31,58.24,39.8,2.3,0.51,0.71,1.2753146853146853,0.070206718,572.84,0.02
3145,Sedimentary pyrite,23.11,245.48,335.78,21.57,17.3,119.64705223880597,0.93,0.56,1.2753146853146853,0.070206718,109.36,0.02
3146,Sedimentary pyrite,60.24,573.53,395.04,26.63,36.1,119.64705223880597,1.34,0.98,1.2753146853146853,0.070206718,260.95,0.02
3147,Sedimentary pyrite,28.77,348.43,552.38,26.16,26.5,1.6,1,0.7,1.2753146853146853,0.070206718,178.56,0.02
3148,Sedimentary pyrite,51.34,550.49,352.94,19.47,30.1,119.64705223880597,1.34,0.65,1.2753146853146853,0.070206718,217.13,0.03
3149,Sedimentary pyrite,54.48,448.27,448.89,35.82,53.1,1.9,1.11,1.04,1.2753146853146853,0.070206718,236.77,0.04
3150,Sedimentary pyrite,24.64,311.04,449.64,22.98,32,1.3,1.21,0.56,1.2753146853146853,0.070206718,171.59,0.11
3151,Sedimentary pyrite,58.21,442.63,352.37,35.4,41.3,1.5,1.71,1.06,1.2753146853146853,0.070206718,262.12,0.18
3152,Sedimentary pyrite,18.72,261.85,56.48,1.68,587,2.9,0.89,27.34,1.2753146853146853,0.070206718,245.5,6.713445491251683
3153,Sedimentary pyrite,12.5,189.26,42.78,2.55,1718.1,3.8,0.52,52.39,1.2753146853146853,0.070206718,251.99,6.713445491251683
3154,Sedimentary pyrite,13.45,193.15,38.07,2.51,883.6,2,0.53,57.32,0.21,0.070206718,293.38,6.713445491251683
3155,Sedimentary pyrite,8.24,140.67,29.08,2.21,693.4,2.4,0.62,52.87,1.2753146853146853,0.070206718,270.09,0.01
3156,Sedimentary pyrite,16.45,254.32,54.55,4.08,1515,2.2,0.84,56.62,1.2753146853146853,0.070206718,298.68,0.01
3157,Sedimentary pyrite,12.96,122.19,26.75,2.34,541.1,119.64705223880597,0.75,57.51,1.2753146853146853,0.070206718,284.78,0.02
3158,Sedimentary pyrite,26.61,420.32,74.46,2.17,932.5,3.1,1.59,38.7,1.2753146853146853,0.070206718,259.71,0.02
3159,Sedimentary pyrite,20.92,552.58,113.36,2.06,634,2,3.84,24.5,1.2753146853146853,0.070206718,244.93,0.02
3160,Sedimentary pyrite,26.75,427.38,96.6,5.57,793,119.64705223880597,2.26,26.98,1.2753146853146853,0.070206718,284.02,0.03
3161,Sedimentary pyrite,23.32,310.89,69.95,2.89,546,119.64705223880597,1.21,32.69,1.2753146853146853,0.070206718,287.36,0.04
3162,Sedimentary pyrite,28.52,305.08,53.61,3.71,819,2.1,1.29,58.35,0.33,0.070206718,373.37,0.04
3163,Sedimentary pyrite,20.88,297.81,71.36,5.08,912,2.6,1.31,43.95,0.22,0.070206718,299.29,0.05
3164,Sedimentary pyrite,34.9,544.8,101.38,3.72,735,119.64705223880597,2.47,36.82,1.2753146853146853,0.070206718,356.49,0.07
3165,Sedimentary pyrite,17.45,259.68,45.36,2.99,882,2.9,0.76,37.21,0.21,0.070206718,233.72,0.16
3166,Sedimentary pyrite,10.74,167.14,45.88,2.59,1120,3.4,0.5,49.49,1.2753146853146853,0.070206718,274.31,0.17
3167,Sedimentary pyrite,56.75,252.06,48.68,2.07,44,2.2,1.04,3.41,1.2753146853146853,0.070206718,102.4,6.713445491251683
3168,Sedimentary pyrite,69.19,256.26,45.02,4.09,45,1.6,0.43,3.56,1.2753146853146853,0.070206718,171.68,0.01
3169,Sedimentary pyrite,33.42,235.47,50.96,4.78,32,1.7,0.25,2.13,1.2753146853146853,0.070206718,93.66,0.01
3170,Sedimentary pyrite,48.51,348.03,71.14,5.38,46,2.1,0.4,4.45,0.31,0.070206718,176.13,0.02
3171,Sedimentary pyrite,44.98,208.29,43.12,2.84,39,2,0.35,3.32,1.2753146853146853,0.070206718,88.44,0.02
3172,Sedimentary pyrite,239.66,1044.88,35.03,1.83,115,2.8,0.52,7.08,1.2753146853146853,0.070206718,217.13,0.02
3173,Sedimentary pyrite,239.66,1044.88,35.03,1.83,115,2.8,0.52,7.08,1.2753146853146853,0.070206718,217.13,0.02
3174,Sedimentary pyrite,194.89,727.41,17.67,1.17,64,119.64705223880597,0.18,6.68,1.2753146853146853,0.070206718,187.44,0.03
3175,Sedimentary pyrite,145.08,958.07,18.93,1.79,76,1.7,0.22,7.23,1.2753146853146853,0.070206718,358.78,0.03
3176,Sedimentary pyrite,96.41,521.91,11.24,3.84,38,119.64705223880597,0.33,3.14,1.2753146853146853,0.070206718,123.26,0.03
3177,Sedimentary pyrite,197.34,1171.86,46.24,1.26,376,119.64705223880597,0.55,13.34,1.2753146853146853,0.070206718,211.59,0.04
3178,Sedimentary pyrite,197.34,1171.86,46.24,1.26,376,119.64705223880597,0.55,13.34,1.2753146853146853,0.070206718,211.59,0.04
3179,Sedimentary pyrite,214.4,1418.61,57.14,1.62,819,1.7,1.02,23.36,1.2753146853146853,0.070206718,166.43,0.04
3180,Sedimentary pyrite,214.4,1418.61,57.14,1.62,819,1.7,1.02,23.36,1.2753146853146853,0.070206718,166.43,0.04
3181,Sedimentary pyrite,512.8,1372.56,13.53,1.3,227,3.2,0.58,14.98,1.2753146853146853,0.070206718,359.84,0.05
3182,Sedimentary pyrite,516.22,2243.47,15.33,5.39,409.8,3.4,0.81,30.87,1.2753146853146853,0.070206718,776.22,0.07
3183,Sedimentary pyrite,56.51,305.04,49.08,6.53,49.1,2.8,0.48,2.91,1.2753146853146853,0.070206718,148.12,0.09
3184,Sedimentary pyrite,48.15,212.47,38.55,0.03,43.6,119.64705223880597,0.43,2.61,1.2753146853146853,0.070206718,115.14,0.13
3185,Sedimentary pyrite,94.98,531.07,184.42,71.85,3615.1,7.9,2.78,288.24,1.2753146853146853,0.070206718,1069.23,0.49
3186,Sedimentary pyrite,41.94,290.71,69.07,109.7,808.9,15.8,2.54,392.19,1.2753146853146853,0.070206718,1380.59,0.64
3187,Sedimentary pyrite,38.12,233.26,61.2,124.65,757.1,12.8,2.38,294.96,1.2753146853146853,0.070206718,1250.43,0.69
3188,Sedimentary pyrite,38.49,324.01,76.63,192.26,806.8,16.4,2.92,394.73,1.2753146853146853,0.070206718,1686.94,0.74
3189,Sedimentary pyrite,61.98,498.46,69.4,188.58,955.5,14,3.36,352.27,1.2753146853146853,0.070206718,1514.82,0.82
3190,Sedimentary pyrite,25.82,172.86,58.18,136.22,578.6,16.9,2.61,288.55,1.2753146853146853,0.070206718,1182.57,0.87
3191,Sedimentary pyrite,61.32,671.94,93.25,194.03,941.6,16.1,3.81,404.73,1.2753146853146853,0.070206718,1788.01,0.96
3192,Sedimentary pyrite,93.64,758.55,91.44,167.3,1420.5,13.3,3.23,320.17,0.54,0.070206718,1444.63,0.97
3193,Sedimentary pyrite,70.9,426.76,81.42,174.62,1320.4,15.2,3.09,349.86,1.2753146853146853,0.070206718,1457.26,0.97
3194,Sedimentary pyrite,54.59,469.64,78.21,94.16,1046.4,11.6,4.01,878.48,1.2753146853146853,0.070206718,1742.06,1
3195,Sedimentary pyrite,109.81,618.31,96.61,163.92,1881.3,13.6,3.39,366.44,1.2753146853146853,0.070206718,1496,1.11
3196,Sedimentary pyrite,104.81,972.53,133.79,187.42,1236.4,15.1,3.71,421.07,1.2753146853146853,0.070206718,1845.54,1.37
3197,Sedimentary pyrite,95.41,678.16,128.01,279.41,2450.6,25.3,4.52,664.41,0.39,0.070206718,2437.28,1.53
3198,Sedimentary pyrite,62.37,705.35,247.04,221.1,1499.4,29.8,4.73,717.56,1.2753146853146853,0.02,2587.3,1.59
3199,Sedimentary pyrite,99.42,677.78,119.44,198.61,606.5,3.7,12.27,211.04,0.48,0.070206718,598.75,3.7
3200,Sedimentary pyrite,100.94,678.2,120.82,224.7,610.1,2.7,13.47,207.91,1.2753146853146853,0.070206718,605.03,4.07
3201,Sedimentary pyrite,11.89,138.97,214.42,9.19,116.1,119.64705223880597,0.66,2.48,1.2753146853146853,0.070206718,33.4,6.713445491251683
3202,Sedimentary pyrite,4.65,98.49,275.77,7.78,107.2,1.6,0.95,0.82,0.26,0.070206718,19.81,0.02
3203,Sedimentary pyrite,10.02,105.87,87.08,7.84,192.8,119.64705223880597,1.23,2.29,1.2753146853146853,0.070206718,44.79,0.02
3204,Sedimentary pyrite,6.46,165.4,183.55,13.26,145.3,119.64705223880597,1.58,1.08,0.28,0.070206718,28.11,0.04
3205,Sedimentary pyrite,17,163.3,235.11,10.86,246,1.6,1.26,2.66,1.2753146853146853,0.070206718,63.89,0.06
3206,Sedimentary pyrite,3.19,119.65,93.29,11.01,330,119.64705223880597,1.28,2.93,1.2753146853146853,0.070206718,90.65,0.07
3207,Sedimentary pyrite,56.7,197.5,98.51,17.79,228,1.7,0.49,2,1.2753146853146853,0.070206718,126.78,0.08
3208,Sedimentary pyrite,16.86,77.28,106.51,37.74,186,32.8,0.63,2.63,1.2753146853146853,0.070206718,131.02,0.1
3209,Sedimentary pyrite,14.37,191.98,219.84,12.76,152,2,1.17,1.64,1.2753146853146853,0.070206718,63.73,0.1
3210,Sedimentary pyrite,48.52,108.28,144.89,115.13,115,9.8,0.73,2.58,1.2753146853146853,0.070206718,155.02,0.13
3211,Sedimentary pyrite,28.4,215.6,147.54,17.1,207,2.1,1.4,3.22,1.2753146853146853,0.070206718,120.19,0.16
3212,Sedimentary pyrite,26.3,181.02,249.77,16.22,489,2.3,1.05,3.45,1.2753146853146853,0.01,127.89,0.18
3213,Sedimentary pyrite,36.12,145.36,78.05,15.05,428,1.9,0.77,4.35,1.2753146853146853,0.070206718,162.11,0.2
3214,Sedimentary pyrite,34.78,252.5,168.36,19.23,249,3.3,1.37,4.62,1.2753146853146853,0.070206718,182.89,0.22
3215,Sedimentary pyrite,54.44,243.47,135.49,28.83,362,3.1,0.99,7.62,0.46,0.070206718,294.33,0.58
3216,Sedimentary pyrite,43.05,3031.21,47.3,224.54,465,104.5,3.7,11.7,0.52,0.01,62.39,0.1
3217,Sedimentary pyrite,23.46,1208.14,356.84,27.48,1872,264.8,23.14,45.22,0.43,0.04,99.31,0.21
3218,Sedimentary pyrite,146.51,2634.72,515.58,17.77,928,207.5,8.58,36.39,2.14,0.01,77.35,0.25
3219,Sedimentary pyrite,11.41,564.26,81.55,48.27,5544,399.5,308.94,203.89,2.87,0.55,51.51,0.44
3220,Sedimentary pyrite,101.51,3488.04,100.29,0.34,638,90.4,1.45,23.5,1.55,0.070206718,43.32,0.45
3221,Sedimentary pyrite,261.28,4571.91,54.39,12.55,853,96.3,2.44,23.78,3.13,0.070206718,51.62,0.46
3222,Sedimentary pyrite,166.92,4694.95,174.24,0.84,902,118.7,1.6,25.46,2.02,0.01,36.15,0.52
3223,Sedimentary pyrite,391.79,4701.85,259.55,15.5,1040,113.3,3.35,30.34,2.1,0.070206718,53.34,0.55
3224,Sedimentary pyrite,20.33,531.38,371.55,45.48,6147,450.6,418.15,257.29,6.22,0.41,88.84,0.69
3225,Sedimentary pyrite,188.73,4245.02,283.29,1564.14,4898,342.5,283.14,178.33,4.81,0.37,92.92,0.7
3226,Sedimentary pyrite,204.13,3957.97,658.63,13.15,785,144.1,3.16,38.22,1.67,0.070206718,88.41,0.77
3227,Sedimentary pyrite,161.1,2684.22,986.58,55.37,775,152,3.78,47.4,1.79,0.01,86.75,0.86
3228,Sedimentary pyrite,116.86,1841.38,183.36,55.33,7240.2,498.2,423.46,265.14,4.55,0.66,96.19,0.88
3229,Sedimentary pyrite,171.76,2825.93,918.67,199.45,820.2,179.9,4.24,50.77,1.84,0.01,112.65,0.95
3230,Sedimentary pyrite,130.9,2356.1,1155.51,25.62,882.9,250.4,3.49,67.31,1.37,0.070206718,137.74,1.13
3231,Sedimentary pyrite,134.69,2099.51,957.38,21.53,908,160.1,3.27,67.52,1.2,0.01,120.2,1.14
3232,Sedimentary pyrite,267.65,3397.19,565.52,6.58,870.3,165.3,3.92,65.55,2.12,0.070206718,148.56,1.28
3233,Sedimentary pyrite,149.93,2841.54,907.31,6.46,1493.6,184.5,3.61,73.93,1.4,0.070206718,124.35,1.31
3234,Sedimentary pyrite,119.52,2608.59,1221.93,76.42,1490.4,150,22.83,117.37,2.39,0.02,235.25,1.36
3235,Sedimentary pyrite,174.94,3275.92,2077.43,124.66,4461.7,302.5,219.95,197.84,8.23,0.12,191.27,1.37
3236,Sedimentary pyrite,99.48,2618.59,888.72,43.3,1459.7,150.9,28.22,108.16,3.06,0.01,241.44,1.43
3237,Sedimentary pyrite,46.93,2234.35,522.9,112.82,7428.9,531.2,382.25,304.42,6.65,0.7,176.84,1.47
3238,Sedimentary pyrite,129.51,2724.42,1066.55,59.33,1512.7,144.7,23.93,121.91,2.51,0.02,351.76,1.62
3239,Sedimentary pyrite,223.37,4228,766.88,53.34,2249.6,165.8,22.44,150.02,3.61,0.03,285.12,1.73
3240,Sedimentary pyrite,167.5,3137.87,1060.82,30.14,2267.7,177.8,26.05,130.74,3.73,0.05,222.78,1.82
3241,Sedimentary pyrite,191.02,3256.87,893.55,84.97,2702,218.2,26.96,149.93,4.49,0.02,187.1,1.85
3242,Sedimentary pyrite,206.04,3432.98,1172,24.13,2106.1,199.3,27.81,154.38,4.9,0.070206718,269.62,2.29
3243,Sedimentary pyrite,181.05,3931.19,832.07,42.5,2151.2,176.6,25.78,178.61,3.58,0.02,333.13,2.3
3244,Sedimentary pyrite,104.45,273.14,242.43,37.76,253,108.2,7.98,36.11,0.58,0.09,195.29,1.03
3245,Sedimentary pyrite,81.1,249.21,190.16,36.31,292,103.3,7.34,42.39,0.58,0.07,184.6,1.03
3246,Sedimentary pyrite,83.51,279.75,194.56,39.34,325.5,127.5,8.55,44.43,0.71,0.12,207.72,1.2
3247,Sedimentary pyrite,136.77,348.13,242.75,73.44,337.9,127.3,9.17,49.24,0.71,0.12,226.75,1.23
3248,Sedimentary pyrite,93.19,285.79,236.7,41,312.1,123.7,8.44,43.89,0.76,0.12,212.26,1.24
3249,Sedimentary pyrite,88.3,234.7,236.78,16.18,263.7,191.7,5.42,290.15,1.2753146853146853,0.07,326.96,3.18
3250,Sedimentary pyrite,93.12,248.55,200.34,14.37,286.2,194.2,5.49,294.66,1.2753146853146853,0.08,302.25,3.51
3251,Sedimentary pyrite,98.82,250.79,213.33,126.94,270,147,6.14,347.04,1.2753146853146853,0.08,427.03,3.87
3252,Sedimentary pyrite,98.51,254.33,263.51,102.42,324,158,7.44,399.28,1.2753146853146853,0.1,303.84,4.05
3253,Sedimentary pyrite,230.3,316.04,228.69,124.86,356,41.1,9.96,40.37,1.2753146853146853,0.12,240.8,5.23
3254,Sedimentary pyrite,231.97,432.57,203.47,75.78,686,71.4,13.06,134.34,1.2753146853146853,0.18,326.71,6.12
3255,Sedimentary pyrite,204.34,406.81,128.93,77.96,296,54.9,9.18,42.9,1.2753146853146853,0.16,316.66,6.95
3256,Sedimentary pyrite,369.86,669.24,274.31,225.49,1041,82.8,27.7,104.08,1.2753146853146853,0.25,521.52,10.05
3257,Sedimentary pyrite,449.23,731.77,426.71,138.36,1441,143,23.99,100.86,1.2753146853146853,0.3,693.92,15.68
3258,Sedimentary pyrite,4.02,580.93,82.62,0.73,1231,199.9,1.86,35.68,0.13,0.01,66.02,6.713445491251683
3259,Sedimentary pyrite,0.03,53.65,96.06,1.42,474,170.1,1.46,24.76,1.2753146853146853,0.070206718,81.18,6.713445491251683
3260,Sedimentary pyrite,1.3,165.17,581.6,0.77,1612,236.2,1.84,86.78,1.2753146853146853,0.070206718,73.46,0.02
3261,Sedimentary pyrite,0.4,55.16,173.06,1.3,800,112.9,0.8,21.52,1.2753146853146853,0.01,69.53,0.03
3262,Sedimentary pyrite,0.21,58.24,323.61,3.82,510,105.4,1.6,18.55,1.2753146853146853,0.070206718,67.09,0.04
3263,Sedimentary pyrite,1.39,194.3,207.45,1.5,1457,224.8,2.33,43.45,1.2753146853146853,0.01,123.81,0.04
3264,Sedimentary pyrite,2.4,195.62,235.3,20.65,996,144,1.7,49.98,1.2753146853146853,0.01,55.25,0.05
3265,Sedimentary pyrite,3.56,340.65,1593.43,3.58,1396,151.4,7.6,131.12,0.17,0.01,76.77,0.07
3266,Sedimentary pyrite,10.61,1107.23,315.57,1.69,743,130.6,3.55,58.76,0.25,0.02,111.24,0.09
3267,Sedimentary pyrite,2.04,320.6,2082,5.22,944,60.6,8,126.43,0.25,0.01,58.31,0.09
3268,Sedimentary pyrite,1.25,420.51,232.76,1.89,1151,128.9,4.55,54.13,0.29,0.01,68.26,0.11
3269,Sedimentary pyrite,1.02,336.72,85.8,11.07,479,196.6,1.15,13.1,1.2753146853146853,0.070206718,80.18,0.12
3270,Sedimentary pyrite,9.94,739.52,2703.27,9.85,1332,119.2,10.63,168.69,0.47,0.02,96.94,0.13
3271,Sedimentary pyrite,26.3,1620.41,877.62,1.71,2164,290.1,10.92,229.37,0.43,0.03,249.05,0.14
3272,Sedimentary pyrite,8.84,548.94,1013.54,3.27,1437,184.7,8.92,135.91,0.46,0.04,234.56,0.15
3273,Sedimentary pyrite,3.87,479.88,849.03,2.4,1244,164.4,10.62,131.25,0.46,0.03,236.57,0.22
3274,Sedimentary pyrite,7.64,88.7,78.33,43.04,866.6,436.6,250.61,172.67,1.2753146853146853,0.03,1248.99,0.69
3275,Sedimentary pyrite,23.68,322.63,140.33,2067,142.2,149.7,14.62,39.29,0.44,0.070206718,211.24,1.32
3276,Sedimentary pyrite,26.88,310.64,113.64,16.73,521.9,270.6,146.55,154.06,0.43,0.070206718,905.24,1.48
3277,Sedimentary pyrite,18.61,350.66,219.29,3.24,784.2,183.6,39.72,67.35,1.2753146853146853,0.070206718,462.97,1.55
3278,Sedimentary pyrite,22.72,258.49,122.92,28.98,569.6,290.2,164.58,183.81,0.29,0.070206718,998.94,1.8
3279,Sedimentary pyrite,40.58,408.21,274.32,18.48,450,215.5,102.51,120.25,0.52,0.070206718,679.89,2.77
3280,Sedimentary pyrite,40.45,496.73,323.15,78.05,582.7,270.5,133.98,170.48,0.98,0.070206718,1475.52,3.02
3281,Sedimentary pyrite,40.8,503.28,285.82,28.74,475.2,258.2,112.27,132.11,0.75,0.05,1066.09,3.13
3282,Sedimentary pyrite,49.32,454.38,338.29,60.71,686.8,274.8,31.9,116.1,1.45,0.070206718,317.07,3.46
3283,Sedimentary pyrite,12.83,165.54,302.55,24.34,678,34.7,2.9,40.13,0.31,0.05,170.95,0.43
402,Skarn Cu-(Fe),3.32,474.88,0.16,0.89,2797.56,86.12,0.52,0.28,3.77,0.37089115646258497,1.34,0.31
403,Skarn Cu-(Fe),1.88,0.63,0.13,0.86,137.27,1.24,0.41,0.96,0.82,0.37089115646258497,242.3650054945055,0.27
404,Skarn Cu-(Fe),2310,11.84,0.142,0.285,0.999,2.411,7.152109756097561,58.527363636363624,0.04,0.02,242.3650054945055,34.97828795811518
405,Skarn Cu-(Fe),28.84,1.157,0.147,0.414,2.211,0.188,7.152109756097561,0.044,1.43,0.052,1.49,0.066
406,Skarn Cu-(Fe),87.51,27.56,0.17,0.53,1374.26,73.61,7.152109756097561,0.26,12.37,0.47,0.94,0.43
407,Skarn Cu-(Fe),35.66,158.7,0.173,0.327,37.23,5.063,0.018,58.527363636363624,0.07,0.37089115646258497,242.3650054945055,34.97828795811518
408,Skarn Cu-(Fe),39,0.415,0.178,0.363,15.39,0.045,0.23,0.012,8.210797101449275,0.37089115646258497,0.009,0.033
409,Skarn Cu-(Fe),111.76,0.58,0.18,0.38,3116.39,22.75,7.152109756097561,0.43,0.58,0.17,242.3650054945055,0.39
410,Skarn Cu-(Fe),0.23,2.88,0.18,0.28,13.15,4.504191256830602,7.152109756097561,0.19,8.210797101449275,0.37089115646258497,0.19,0.63
411,Skarn Cu-(Fe),0.66,0.27,0.18,0.96,1243.47,16.34,0.12,58.527363636363624,126.94,0.11,0.45,0.38
412,Skarn Cu-(Fe),34.22,1.107,0.185,0.451,0.208,0.056,0.384,0.008,2.41,0.37089115646258497,0.232,0.029
413,Skarn Cu-(Fe),293.4,117.8,0.188,0.268,7.2,0.06,0.054,58.527363636363624,8.210797101449275,0.37089115646258497,2.796,0.033
414,Skarn Cu-(Fe),49.51,0.915,0.197,0.38,0.049,0.101,0.451,58.527363636363624,15.58,0.051,0.829,0.045
415,Skarn Cu-(Fe),22.9,22.58,0.207,0.333,6.597,3.492,7.152109756097561,58.527363636363624,0.14,0.37089115646258497,242.3650054945055,34.97828795811518
416,Skarn Cu-(Fe),37.04,0.253,0.222,0.544,18.02,0.038,2.954,0.074,5.58,0.095,2.267,0.32
417,Skarn Cu-(Fe),183.5,13.83,0.228,0.389,197.4,1.795,7.152109756097561,58.527363636363624,0.15,0.37089115646258497,242.3650054945055,34.97828795811518
418,Skarn Cu-(Fe),21.9,63.64,0.229,0.411,8.037,2.851,0.034,0.01,0.07,0.37089115646258497,242.3650054945055,34.97828795811518
419,Skarn Cu-(Fe),23.09,16.64,0.03,0.523,43.2,2.812,7.152109756097561,58.527363636363624,0.11,0.023,242.3650054945055,34.97828795811518
420,Skarn Cu-(Fe),11.03,18.07,0.06,0.144,33.28,1.306,0.036,58.527363636363624,8.210797101449275,0.37089115646258497,0.102,0.075
421,Skarn Cu-(Fe),12.44,0.097,0.063,0.382,1.959,0.024,0.077,58.527363636363624,8.210797101449275,0.37089115646258497,0.009,0.009
422,Skarn Cu-(Fe),0.062,1.358,0.109,0.496,109,2.086,0.032,58.527363636363624,0.04,0.065,242.3650054945055,34.97828795811518
423,Skarn Cu-(Fe),0.91,1.25,0.11,1.16,57.5,1.61,7.152109756097561,0.33,0.19,0.37089115646258497,242.3650054945055,0.16
424,Skarn Cu-(Fe),36.52,0.102,0.116,0.256,15.69,0.252,7.152109756097561,58.527363636363624,1.28,0.042,0.026,0.007
425,Skarn Cu-(Fe),12.61,3.884,0.129,0.388,0.377,0.075,7.152109756097561,58.527363636363624,5.63,0.006,0.029,0.023
426,Skarn Cu-(Fe),25.5,0.384,0.155,0.518,12.52,0.169,0.064,58.527363636363624,0.42,0.046,2.111,0.025
427,Skarn Cu-(Fe),11.05,22.8,0.159,0.364,7.103,0.081,0.016,58.527363636363624,1.99,0.37089115646258497,0.019,0.018
428,Skarn Cu-(Fe),33.37,0.187,0.233,0.263,16.16,0.419,7.152109756097561,58.527363636363624,0.58,0.37089115646258497,0.344,0.012
429,Skarn Cu-(Fe),11.17,38.01,0.239,0.38,10.88,0.539,7.152109756097561,58.527363636363624,0.09,0.024,0.265,0.014
430,Skarn Cu-(Fe),0.41,0.6,0.24,0.97,1735.98,12.99,7.152109756097561,58.527363636363624,23.28,0.34,242.3650054945055,0.19
431,Skarn Cu-(Fe),24.37,0.316,0.244,0.76,1.309,0.18,7.152109756097561,0.007,8.210797101449275,0.37089115646258497,5.548,0.108
432,Skarn Cu-(Fe),1.227,10.04,0.245,0.485,0.168,0.029,0.392,0.023,8.210797101449275,0.023,4.832,0.404
433,Skarn Cu-(Fe),16.25,15.13,0.248,0.397,4.964,0.055,7.152109756097561,0.032,22.62,0.009,0.327,0.132
434,Skarn Cu-(Fe),5.43,1.55,0.25,0.49,1682.88,3.14,0.16,58.527363636363624,0.42,1.23,0.47,0.12
435,Skarn Cu-(Fe),11.59,17.71,0.27,0.59,784.63,5.78,0.64,0.13,3.98,3.14,0.76,0.72
436,Skarn Cu-(Fe),0.23,0.5,0.44,0.97,1997.39,3.94,0.19,58.527363636363624,22.62,0.12,0.72,0.22
437,Skarn Cu-(Fe),83.97,151.7,0.44,0.498,18.76,2.37,0.022,0.026,1.47,0.37089115646258497,3.604,0.179
438,Skarn Cu-(Fe),0.858,1.1,0.478,0.455,4.181,0.053,0.164,0.037,8.210797101449275,0.027,1.156,2.419
439,Skarn Cu-(Fe),582.4,67.83,0.944,18.56,3.645,0.043,9.091,0.025,8.210797101449275,0.014,21.6,12.05
440,Skarn Cu-(Fe),0.39,0.32,0.99,1.13,55.36,5.24,0.99,58.527363636363624,3.96,0.53,0.25,0.38
441,Skarn Cu-(Fe),0.29,0.33,0.99,1.23,22.76,42.34,7.152109756097561,0.43,0.99,0.37089115646258497,0.65,0.62
442,Skarn Cu-(Fe),41.28,3.797,1.107,0.331,33.17,0.128,7.152109756097561,0.039,0.29,0.37089115646258497,0.296,0.123
443,Skarn Cu-(Fe),473.4,773.3,1.15,2.936,14.44,0.133,0.376,0.01,8.210797101449275,0.024,20.16,1.015
444,Skarn Cu-(Fe),390.5,220.8,0.484,0.336,3.449,0.163,0.009,0.052,8.210797101449275,0.043,3.175,0.084
445,Skarn Cu-(Fe),1.498,0.161,0.526,0.73,27.63,0.137,0.245,58.527363636363624,26.57,0.03,2.72,0.939
446,Skarn Cu-(Fe),22.86,9.02,0.531,0.42,0.714,0.04,0.069,0.018,67.83,0.37089115646258497,242.3650054945055,34.97828795811518
447,Skarn Cu-(Fe),3.405,2.353,0.564,0.39,1.551,0.032,7.152109756097561,58.527363636363624,0.82,0.052,0.022,0.019
448,Skarn Cu-(Fe),620.7,240.3,0.566,9.756,1.647,0.066,0.448,0.035,8.210797101449275,0.005,25.9,1.701
449,Skarn Cu-(Fe),25.27,36.18,0.59,0.75,6356.62,0.65,7.152109756097561,0.58,1.76,3.63,242.3650054945055,2.36
450,Skarn Cu-(Fe),113.1,178.9,0.62,0.379,8.483,0.126,7.152109756097561,58.527363636363624,8.210797101449275,0.016,242.3650054945055,34.97828795811518
451,Skarn Cu-(Fe),15.05,0.218,0.66,0.364,2.096,0.094,0.407,0.04,6.23,0.064,0.181,0.145
452,Skarn Cu-(Fe),40.95,8.514,0.666,0.679,49.53,0.242,0.19,0.008,3.77,0.025,0.604,0.029
453,Skarn Cu-(Fe),158.92406565656563,5.86,0.71,0.52,1354.28,2.38,0.18,0.62,0.99,0.29,0.34,0.65
454,Skarn Cu-(Fe),4.21,59.480395,0.35,0.84,392.14,0.54,7.152109756097561,58.527363636363624,0.12,0.32,0.37,0.19
455,Skarn Cu-(Fe),3.138,155.1,0.378,0.32,10.32,1.589,0.153,58.527363636363624,0.05,0.043,3.37,1.529
456,Skarn Cu-(Fe),638.9,266.5,0.397,0.422,2.604,0.03,7.152109756097561,58.527363636363624,8.210797101449275,0.37089115646258497,2.106,0.039
457,Skarn Cu-(Fe),22.2,0.141,0.404,1.487,2.849,0.269,0.51,0.037,3.78,0.061,1.406,0.019
458,Skarn Cu-(Fe),1223,37.06,0.416,0.368,5.277,1.669,7.152109756097561,58.527363636363624,8.210797101449275,0.37089115646258497,2.808,0.147
459,Skarn Cu-(Fe),19.59,1.525,0.428,0.357,0.592,0.118,0.428,58.527363636363624,8.210797101449275,0.036,2.985,0.219
460,Skarn Cu-(Fe),18.12,17.74,0.27,0.61,261.18,2.41,0.46,0.41,8.210797101449275,0.26,2.97,0.41
461,Skarn Cu-(Fe),10.85,7.642,0.278,0.517,2.136,0.051,7.152109756097561,0.006,0.22,0.37089115646258497,0.034,0.048
462,Skarn Cu-(Fe),1.26,0.7,0.28,0.52,5736.02,3.69,0.66,0.59,0.06,0.11,265.63,0.67
463,Skarn Cu-(Fe),56.5,4.167,0.293,0.189,74.36,2.732,7.152109756097561,0.029,0.11,0.37089115646258497,0.022,0.018
464,Skarn Cu-(Fe),17.74,16.4,0.301,0.384,0.329,0.014,0.05,0.008,8.210797101449275,0.37089115646258497,0.005,0.085
465,Skarn Cu-(Fe),7.735,5.073,0.323,0.407,47.35,0.605,0.065,0.008,0.09,0.06,242.3650054945055,34.97828795811518
