,Deposit type,Co,Ni,Cu,Zn,As,Se,Ag,Sb,Te,Au,Pb,Bi
249,IOCG,3347.639455529514,1001.280115185462,302.9125282157676,0.35335,102.1673725902011,26.54081372808703,0.019365212,0.0303,0.1732,0.02745,0.02295,0.00577049
250,IOCG,2827.302725831397,1009.516531,302.9125282157676,0.30265,91.56459829399677,22.16535345819234,0.009019244,0.0364,0.1907,0.006334546,0.02665,0.030316734
251,IOCG,652.1,1078,275.2,28,217.3,33.73,29.6,0.848,0,3.868,232.9,25.59
252,IOCG,3100,1100,6.31,3.9,915.3515243455088,51.13208202668092,0.09,0.05,1.506672369650087,0.05,8.6,0.21
253,IOCG,2500,1100,19.09,1.8,915.3515243455088,52.29602892272951,0.69,0.025,1.800843457055026,0.084,12,0.72
254,IOCG,4214,1124,8.127,5.168,4583,82.19,0,0,0,12.26,0.421,0.304
255,IOCG,5200,760,2.76,11,3.2,25.83119999160914,0.26,0.07,0.1259,0.018,240,0.36
256,IOCG,4085.482661952582,768.2936474453358,302.9125282157676,0.4302,120.9868267668584,22.07657355540752,0.01985,0.02255,0.12565,0.01095,0.02225,0.0082
257,IOCG,2500,770,3.46,3.4,915.3515243455088,70.13821370652354,0.027,3.486058201,7.795798828926715,0.03,2.8,0.2
258,IOCG,428.5,330.5,59.12,10.87,161.2,70.17,1.161,46.01,0,33.21,83.55,13.2
259,IOCG,1173,334,0.17435,0.9316,48.225,8,0.0224,0.0416,0.23085,63.73666484533067,0.02175,0.00505
260,IOCG,7722.608823,339.9445263829152,302.9125282157676,11.30234852,566.6906658840268,94.36960720552129,0.3607302771351479,4.922243378660587,0.7169291180336385,0.032203158,28.28979667,0.394694914
261,IOCG,112.3,351.1,22.08,9.15,128.3,65.56,0.688,43.8,0,3.348,80.37,13.21
262,IOCG,5900,370,5.75,7.2,2.5,48.43813728024804,0.07,0.023,0.09705,0.033,14,0.92
263,IOCG,203.8,379.4,62.73,6.291,220.1,101.4,0.494,45.48,0,14.79,79.18,7.242
264,IOCG,5677.977907296594,383.2,2917,3.366,9787,52.96,2.084,0.024,0,4.927,42.89,2.125
265,IOCG,13520,394.3,2.827,2.584,1177,32.41,0,0.064,0,3.68,0,0.009
266,IOCG,7680,428.9,402.1,48.16,2353,60.2,0.857,0.29,0,4.102,14.86,3.561
267,IOCG,957,441,0.2998,0.582,67.6329,7,0.01075,0.0211,0.09225,63.73666484533067,0.01835,0.0086
268,IOCG,51.91,447.4,41.15,2.965,30.1,19.31,0.076,0.075,0,0.127,2.526,0.178
269,IOCG,16930,467.2,676.6,7.228,6851,48.62,100.8,0.635,0,1.931,10.4,14.8
270,IOCG,6400,490,7,3.2,915.3515243455088,49.86674429774647,0.036,0.015,0.22135,0.046,13,0.32
271,IOCG,5677.977907296594,148.6,27.56,3.337,53.19,64.42,0.035,0,0,0.226,0.177,0.584
272,IOCG,10434.4821,155.3236597150608,302.9125282157676,3.951173472401907,456.5611139897586,48.43813728024804,1.287446958257954,0.094915485,0.4519073636364621,0.019281658,6.161354039900204,0.6639533074120274
273,IOCG,455.5,162.5,11.65,6.863,230.1,56.14,0.206,11.6,0,2.707,20.21,4.451
274,IOCG,12403,167,0.1073,0.33815,230.1945,11,0.0129,0.01505,0.09995,63.73666484533067,0.02775,0.0124
275,IOCG,4846,178,0.10295,0.25875,86.7711,5,0.0258,0.0336,0.074,63.73666484533067,0.0228,0.0064
276,IOCG,12570,186.2,89.43,32.48,5361,52.79,0.041,0.619,0,7.356,1.641,3.357
277,IOCG,19570,196.3,84.97,18.09,8421,40.52,15.37,2.578,0,4.118,6.974,7.778
278,IOCG,1600,200,298.58,3.8,1.1,21.10259928623442,0.029,3.486058201,7.795798828926715,0.024,1.7,0.36
279,IOCG,2993,236,2197.4834,0.4463,107.8652,13,3.4477,1.433,0.3433,63.73666484533067,5.0782,0.9675
280,IOCG,1600,250,30.03,1.8,1.8,76.20723611708024,0.44,0.97,0.1187343149594075,0.22,59,0.31
281,IOCG,640,250,29.91,3,2.2,72.74977817,0.31,0.11,0.34545,0.52,30,0.15
282,IOCG,1100,260,617.37,3.6,240,14.35084646317147,0.05,0.07,0.1732,0.39,3.3,4.1
283,IOCG,189,261.1,1.736,2.552,38.24,11.15,0.188,0.107,0,11.84,0.462,1.471
284,IOCG,137,263.1,16.43,9.055,104.3,56.81,0.279,33.88,0,231.9,54.3,12.25
285,IOCG,430,280,12.47,1.5,1.6,73.59145012984399,0.047,3.486058201,2.973737205826033,0.21,0.21,0.0062
286,IOCG,5552,305.4,5.786,5.562,76.07,26.99,0.661,1.924,0,0.267,1.978,5.986
287,IOCG,143.5,499.3,288.8,8.823,8.094,34.37,2.432,23.54,0,13.7,41.74,0.979
288,IOCG,2234,514.8,21.44,4.713,3227,16.45,3.462,1.046,0,1.516,270.6,21.87
289,IOCG,5439.568719358736,527.7414985,302.9125282157676,0.477757418,109.3411034530261,14.53586915895965,0.008565612,0.02835,0.18325,0.006098275,0.03115,0.01
290,IOCG,485,781,0.11725,0.5902,26.5671,14,0.0184,0.0373,0.13695,63.73666484533067,0.022,0.0082
291,IOCG,3068.575412056049,787.5703131805607,302.9125282157676,0.25205,103.3665538355988,22.48835804122748,0.01045,0.02025,0.1251110226918984,0.015211194,0.02295,0.0096
292,IOCG,466.8,795.2,11.78,2.832,86.6,74.47,0.147,23.73,0,13.05,44.73,8.066
293,IOCG,449,812,0.10795,0.2895,22.1687,11,0.0256,0.0449,0.14025,63.73666484533067,0.0451,0.01
294,IOCG,327,816.6,20.04,9.341,58.38,57.36,0.645,35.77,0,77.96,63.91,24.37
295,IOCG,5841,826.9,4.947,4.08,2966,79.88,0,0.048,0,16.52,0.473,0.628
296,IOCG,478.2,841.4,11.37,4.902,99.16,77.65,0.147,21.11,0,25.49,37.63,11.57
297,IOCG,8574,843.8,739.7,16.9,3118,64.5,3.087,0.856,0,2.182,12.09,12.27
298,IOCG,1564,855.1,527.3,5.338,236.2,46.22,5.052,0.064,0,1534,12,2.895
299,IOCG,3188.133703574912,860.6246796677055,302.9125282157676,0.8077696496761408,58.99710787337209,14.35084646317147,0.0099,0.022,0.1207,0.0104,0.0217,0.0068
300,IOCG,2900,880,7.48,4.6,2.6,26.80970739678134,1.7,0.056,0.09705,12,37,0.19
301,IOCG,1411,883,0.15465,0.3303,56.9714,7,0.0118,0.024,0.277,63.73666484533067,0.0303,0.01
302,IOCG,2407.617071536522,889.0694420538855,302.9125282157676,0.66685,118.0913794864938,26.80970739678134,8.092246449337738,0.4096608663466259,1.506672369650087,0.02255,5.957074604,0.4006385319907161
303,IOCG,624,902,0.1031,0.7655,27.0486,13,0.0094,0.01485,0.31705,63.73666484533067,0.0322,0.00585
304,IOCG,568,904,0.1111,0.6622,27.0949,13,0.0247,0.0254,0.2951,63.73666484533067,0.02735,0.01
305,IOCG,3224.980627,906.1361026420576,302.9125282157676,0.33875,107.1846569112394,27.57467802394824,0.0115,0.056866449,0.16935,0.017,0.03295,0.005591833
306,IOCG,392.6,930.3,12.19,5.664,147.9,98.66,0.197,16.97,0,2.117,30.5,7.036
307,IOCG,581,961,0.1675,0.30185,28.382,11,0.01435,0.02445,0.1906,63.73666484533067,0.02275,0.01
308,IOCG,3516.419531565416,963.6699218777741,302.9125282157676,0.3775,72.01736549924132,17.37469190325265,0.0157,0.0216,0.21675,0.024344832,0.035,0.0056
309,IOCG,2421.225932302093,964.2146650724723,302.9125282157676,0.30245,89.75108079,51.13208202668092,0.0107,0.0447,0.2547,0.006126852,0.0177,0.0087
310,IOCG,848.5039060447795,2796.646037442949,302.9125282157676,0.3032,452.7533382847881,52.29602892272951,0.1499532315118829,0.02795,0.22135,0.009070121,0.1698959434055772,0.00675
311,IOCG,588.9477765232111,2823.755581399222,302.9125282157676,0.3935,121.3314009710671,71.63657548,0.01555,0.0369,0.4560601281342226,0.0239,3.383147044,0.017774202
312,IOCG,710,2824,525.8,20.38,567.7,39.24,0.106,0,0,0.269,0.3,0.568
313,IOCG,304.8,2834,543,6.972,108.5,41.37,12.68,0.436,0,19.88,421.9,19.68
314,IOCG,974.9,2854,13.92,3.921,134.5,87.2,0.197,12.55,0,24.63,20.76,6.248
315,IOCG,5515,1645,28.56,4.57,1151,115.3,0,0.039,0,63.74,0.883,3.147
316,IOCG,17910,1733,10.48,31.69,7136,74.09,0.789,0.967,0,1.913,8.282,4.923
317,IOCG,3565,1790,16.66,4.08,3512,71.44,5.762,0.469,0,7.131,16.1,8.332
318,IOCG,1510,1857,7.99,5.664,89.69,77.02,0.147,14.45,0,1075,24.05,8.724
319,IOCG,333,1860,0.105,0.5347,0.8709,13,0.3192,1.0471,1.1318,63.73666484533067,2.0917,0.0196
320,IOCG,1320,1881,10.54,3.595,56.11,78.29,0.344,14.23,0,718.7,19.89,11.16
321,IOCG,3300,1900,7.95,1.9,4.4,21.88557433942117,0.88,0.19,0.4560601281342226,0.23,4.6,0.89
322,IOCG,14890,1932,6.219,4.08,1777,59.73,0,0,0,6.149,0.577,0.552
323,IOCG,5638,1941,7.269,5.363,1393,96.25,0.176,0.249,0,1.278,2.525,5.23
324,IOCG,6288,2015,734.3,7.617,4746,76.4,0.103,0.193,0,2.497,0.586,2.76
325,IOCG,14440,2101,35.09,7.855,5273,77.27,0.051,0.29,0,0.79,0.823,1.463
326,IOCG,201,2187,3.377,2.287,173.2,42.01,0,0.024,0,7.827,0.536,0.056
327,IOCG,660,975,0.1037,0.41575,31.5023,14,0.0107,0.0431,0.0935,63.73666484533067,0.0238,0.0066
328,IOCG,3111.188831607317,985.3271655080598,302.9125282157676,0.3062,67.63089751666081,16.70643185102025,0.0108,0.02505,1.800843457055026,0.01,0.02065,0.005189411
329,IOCG,2500,1000,8.96,1.8,2.2,71.63657548,0.12,0.19,0.1985159222605095,0.059,0.15,0.098
330,IOCG,2700,1000,26.02,1.7,2.5,14.53586915895965,0.3,0.24,0.2462,0.21,1.3,0.19
331,IOCG,363.9,1136,16.87,6.958,90.07,82.43,0.129,29.74,0,1373,46.03,9.44
332,IOCG,2807.087130927362,1164.614482677248,302.9125282157676,0.3567,161.8919248,21.10259928623442,0.01275,0.0325,0.1187343149594075,0.01155,0.0432,0.00525
333,IOCG,589.3,1190,11.94,3.812,97.02,64.28,0.074,16.46,0,18.26,24.66,9.94
334,IOCG,2500,1200,1029.06,114.4,2.9,22.07657355540752,12,5.8,0.31525,0.72,26,8.6
335,IOCG,2931,1203,6.26,3.381,3692,85.33,0,0.083,0,1.209,3.594,1.049
336,IOCG,1344,1249,5.25,3.73,3342,62.51,0.088,0.028,0,7.314,1.288,0.938
337,IOCG,2500,1300,6.06,1.9,4.2,71.77425760542899,0.22,0.29,0.30555,0.038,0.55,0.13
338,IOCG,1300,1300,2.81,1.6,915.3515243455088,22.48835804122748,1.2,0.36,0.18325,0.027,3.5,3.5
339,IOCG,6100,1300,1093.84,18,1.8,22.16535345819234,10,5.7,0.1251110226918984,0.11,340,36
340,IOCG,1194,1328,21.76,4.314,314.8,34.03,0.045,0.023,0,0.648,0.032,0.117
341,IOCG,2036,1346,4.806,2.938,4412,75.01,0.041,0.077,0,20.97,2.038,0.905
342,IOCG,2999,1350,28.67,3.156,351,17.42,4.537,0.117,0,31.62,147.8,12.81
343,IOCG,6600,1400,36.57,2.3,7.4,23.52731345104647,1.1,0.07,0.1207,0.011,16,0.83
344,IOCG,802.9707071,1431.226597146011,302.9125282157676,0.45195,531.1763548943463,37.20664278760204,0.0126,0.0308,0.09705,0.0163,0.02215,0.008079598
345,IOCG,2200,1500,5.51,2.7,3.3,27.57467802394824,4.3,0.85,0.0931,0.22,34,17
346,IOCG,2992,1539,15.25,1.749,5165,70.45,0.412,0.801,0,1.904,11.71,4.812
347,IOCG,2100,1600,1.58,2.3,2,23.16771778169309,0.25,3.486058201,0.21675,0.59,4.7,0.6
348,IOCG,1395,1612,16.22,39.78,117.5,51.05,16.4,0.136,0,0.683,6.45,2.734
349,IOCG,601.6,1613,17.78,7.625,223.9,121,0.373,32.33,0,16.15,57.75,16.16
350,IOCG,353.4,1644,3.048,2.614,94.68,41.37,0.025,0.024,0,8.028,1.944,0.142
351,IOCG,574.1972280311163,2520.674950145072,302.9125282157676,0.7227198786469824,114.3890030968506,71.77425760542899,0.01055,0.02275,0.31525,0.01,0.0258,0.00775
352,IOCG,2868,2547,72.04,28.87,1719,23.26,7.813,3.563,0,0.559,607.3,68.06
353,IOCG,494.4764041333614,2600.434590779962,302.9125282157676,0.8060853325691643,131.0652967609873,73.59145012984399,0.5177116751912438,0.02425,0.34545,0.0264,0.77929677,1.185292101602173
354,IOCG,1488,2660,8.978,5.011,130.5,97.39,0.295,13.45,0,3237,17.3,4.32
355,IOCG,301.5,2685,2855,5.882,126.2,57.28,10.66,0.17,0,8.151,28.23,8.972
356,IOCG,4295,2768,5.957,5.712,1297,86.33,1.881,0.111,0,68.38,3.632,2.185
357,IOCG,896.7682363626419,2775.003886591301,302.9125282157676,0.6660142052995022,117.8312542169039,70.13821370652354,0.011389013,0.0352,1.322319225578545,0.018004324,0.845509383,0.030203155
358,IOCG,1201.807468422234,2197.905791321719,302.9125282157676,0.2467,167.2169888888647,23.16771778169309,0.01075,0.01295,0.2439,0.011419857,0.02445,0.0086
359,IOCG,3700,2200,35.79,3.2,3.9,43.34529865,0.057,0.027,0.1907,0.19,1.6,0.015
360,IOCG,3600,2200,20.32,2.6,3.7,35.71014285910613,0.042,3.486058201,1.800843457055026,0.1,0.91,0.097
361,IOCG,666.1,2210,2.378,4.384,240.7,67.39,0,0.021,0,1.945,0.046,0.033
362,IOCG,5894,2269,304.6,54.3,3506,15.4,27.22,2.849,0,0.941,665.3,79.01
363,IOCG,1024,2270,2009,5.592,125.3,45.54,8.944,0.17,0,2.32,19.52,8.579
364,IOCG,15500,2271,5189,19.35,7951,76.4,47.54,0.138,0,4.725,1.945,5.703
365,IOCG,17260,2330,1115,23.09,9701,81.36,0.647,0.166,0,4.266,0.348,2.965
366,IOCG,5409,2356,67.02,3.928,2335,13.71,0.847,0.599,0,4.299,39.73,12.19
367,IOCG,4670,3883,7933,9.929,1260,79.88,11.7,2.03,0,142.1,56.63,30.97
368,IOCG,262.1765825716449,3995.676617997758,302.9125282157676,0.3794,76.45164038493314,50.33467608769595,2.746442604539884,0.2484175096808423,7.795798828926715,0,10.34307933492354,0.9110839591019521
369,IOCG,1768,4219,12.37,4.829,94.21,75.25,0.21,15.02,0,2018,19.2,8.033
370,IOCG,5046,4282,46.58,3.808,1729,90.3,0,0,0,44.04,1.067,0.718
371,IOCG,3265,4320,3.954,4.466,308.9,85.29,0,1.454,0,40.54,0.483,0.18
372,IOCG,15140,4387,1812,15.78,8227,121.6,50.65,0.515,0,698.3,125.7,10.92
373,IOCG,2013,4464,502.4,17.89,112.9,59.56,0.023,0.07,0,16.36,1.406,3.019
374,IOCG,3188,4701,48.21,7.344,2864,107,7.039,1.508,0,12.15,48.01,20.33
375,IOCG,497.7,4763,2958,114.4,545.8,57.29,0.572,0,0,6.427,1.863,2.572
376,IOCG,684.4,4764,13.73,2.565,863.1,71.44,0.059,0.028,0,0.806,0.541,0.181
377,IOCG,1382,5568,10.05,4.793,83.8,96.75,0.221,10.61,0,600.3,13.91,4.084
378,IOCG,8615,5608,8.683,4.663,5984,119.1,0.823,0.746,0,0.556,6.042,3.747
379,IOCG,14170,5777,91.82,19,4749,115.1,0.382,0.497,0,1.862,5.14,4.646
380,IOCG,2818,6680,5.931,5.011,135.7,82.74,0.049,3.586,0,6.7,3.815,0.731
381,IOCG,3799,6980,3.676,4.67,117.4,85.21,0,0.572,0,5.449,0.699,0.26
382,IOCG,1607,7161,8.793,6.767,77.18,76.86,0.15,11.41,0,89.3,16.19,5.928
383,IOCG,2497,7280,4.901,6.1,272.5,80.75,0.021,2.926,0,6.654,3.228,1.019
384,IOCG,1633,7356,5.55,6.195,161.6,84.1,0,3.71,0,2.079,3.274,0.748
385,IOCG,2090,7892,8.433,6.672,114.7,99.14,0.172,12.58,0,26.87,18.67,5.586
386,IOCG,3728,8020,12.61,4.766,101.7,87.44,0.129,5.004,0,12.81,3.569,0.607
387,IOCG,10920,8214,17.06,15.27,3995,90.3,1.293,0.884,0,11.01,4.096,17.21
388,IOCG,4037,8910,5.189,6.481,140.4,62.38,0.029,0.933,0,1143,1.152,0.101
389,IOCG,9407,2463,5174,13.41,1131,62.51,30.65,1.657,0,1.598,225.5,81.53
390,IOCG,6307,2864,957.5,18.3,1476,109.1,23.56,2.679,0,2.96,75.13,91.09
391,IOCG,586.7206204354904,3008.924502288245,302.9125282157676,0.7051374550538699,123.0884411020889,72.74977817,0.01625,0.05065,0.2462,0.006836875,0.02705,0.00425
392,IOCG,2016,3102,3.533,3.73,895.7,103.2,0.029,0.055,0,2.751,3.349,1.916
393,IOCG,358.8,3103,110.4,23.82,273.4,37.34,1.694,0.054,0,0.973,3.556,2.06
394,IOCG,690.7718190108875,3142.174166326874,302.9125282157676,0.41935,123.6653734504952,76.20723611708024,0.011317689,0.0211,0.1985159222605095,0.01125,0.0221,0.01
395,IOCG,99.22,3249,8.657,31.77,588.9,45.38,0.675,0.123,0,518.3,2.526,1.085
396,IOCG,739.3105075674737,3327.308653427227,302.9125282157676,0.3552,128.1383107851627,77.70189652645074,0.0118,0.02655,0.30555,0.0252,0.02175,0.020279361
397,IOCG,240.4,3493,17.8,99.92,207,62.38,8.751,0.276,0,4.471,114.6,11.66
398,IOCG,1830,3550,5.55,4.956,140.6,94.68,0.108,1.102,0,92.96,3.375,2.342
399,IOCG,10830,3751,249.6,4.243,1970,68.07,0.041,0.193,0,34.66,0.198,3.942
400,IOCG,2961,3800,5.189,2.573,103,72.4,0.021,1.399,0,130.2,1.701,0.52
401,IOCG,15230,3865,108.2,5.829,8202,72.43,55.18,0.387,0,1.07,6.802,8.308
1024,Orogenic Au,269,335,101.4,26.4,75,14,5,84.8,3.7,1.1,445,6.5
1025,Orogenic Au,280,35,15.8,2,78,138,0.1,0.6,2.3,12.91106534045501,9.6,0.2
1026,Orogenic Au,178,340,108.1,39,79.6,6.3,4.1,64,17.7,0.9,335,7.8
1027,Orogenic Au,190,304,125,46.9,81,9.9,4.2,50.3,18,0.9,377,8.8
1028,Orogenic Au,200,359,112.5,35.1,81,11.3,4.7,46.8,17,1,330,8.5
1029,Orogenic Au,174,291,116,41.4,82,9.7,4.6,48.4,14.4,0.9,372,8.9
1030,Orogenic Au,185,379,122.8,28.2,88,6.2,4.9,38.5,17.8,1,350,9.3
1031,Orogenic Au,80.97112635,120.5900279,1085.825646,110.03067653664175,96.43672073,16.69204157,0.538673044,35.161402031854244,2.312374967,2.20350742,42.56395705,10.518049127419935
1032,Orogenic Au,162,337,134,54,100,4.9,3.8,31.7,17.7,0.9,350,91
1033,Orogenic Au,198,20,20,1.4,104,98,0.1,28,1.9,0.1,1.7,10.518049127419935
1034,Orogenic Au,36.5625415,47.12528652,42.06768534,110.03067653664175,105.2292732,1.485377555,11.59495392,35.161402031854244,11.32072739,1.055382957,53.10101625,10.518049127419935
1035,Orogenic Au,174,317,124.6,47.9,106,7.5,4.9,35.4,24.7,1,360,11.3
1036,Orogenic Au,105,21.1,18.3,1.2,108,92.7,0.1,6.7,1.3,12.91106534045501,2.3,10.518049127419935
1037,Orogenic Au,199.0125,1.75875,2687.635,3.035,115.7625,245.2025,3.58975,0.4925,6.744499999999999,0.042,9.2263375,12.9525
1038,Orogenic Au,148,215,134,59,121,6.7,4.1,28,25.2,1,337,10.4
1039,Orogenic Au,145.21,2686.28,11.68,110.03067653664175,132.46,37.13,0.51,4.48,24.592746831149377,0.278,582.61,5.16
1040,Orogenic Au,210,300,159,46.8,136,29.601918837333674,4.8,36.9,25.4,0.8,362,13
1041,Orogenic Au,784.6388082201652,518.7439235322989,12.24572231528671,7.313152239,139.5266502159002,24.09074944034785,107.7437303614771,1.037213831053161,63.33053340745828,0.4207634060878514,101.6283237921612,66.91149208241134
1042,Orogenic Au,1260,1760,590,2.1,230,49,0.3,9.8,24.592746831149377,0.1,4.4,0.6
1043,Orogenic Au,745.0369574419636,922.6254830750022,28.26961344076979,4.086639316029991,235.1839528843893,27.93685916124622,14.30929847,2.482266121876591,40.99216820506082,2.453665700618693,17.55966200980562,9.760902303157973
1044,Orogenic Au,870.5125391709735,383.9182494,220.3555104137966,8.781185507,240.7920541845193,86.89667416,3.935276150572307,1.394998751193971,9.595153286650632,0.064293682,308.5421215050148,13.29312986516675
1045,Orogenic Au,214.42212773499318,364.3733715125008,744.3334522,110.03067653664175,241.690203,0.553109184,0.203308959,35.161402031854244,0.909474915,0.860498333,0.862839305,10.518049127419935
1046,Orogenic Au,61.89064032,61.00826599,33.86357484,110.03067653664175,353.6724362,5.525847761,1.199964345,35.161402031854244,5.607085806,16.94790687,3.575204943,10.518049127419935
1047,Orogenic Au,56.82154185,159.7245450159327,190.4523380948426,1103.401436685645,356.6627880370373,2.771456247816059,125.1063715661695,271.5667038073256,0.1734925607349401,0.03758337,493.7390498343212,0.046277611
1048,Orogenic Au,214.42212773499318,130.71,198.99468991307876,110.03067653664175,716.14,42.25,6.368922001824422,35.161402031854244,4.09,0.029,0.092,0.08
1049,Orogenic Au,188.22,374.74,14.02,38.55,718.05,29.601918837333674,0.86,9.15,1.13,0.168,106.87,5.15
1050,Orogenic Au,650,1420,2200,2.9,720,48,0.5,15.2,24.592746831149377,0.2,6.9,1
1051,Orogenic Au,53.37215042,196.4190163,11.68279345,110.03067653664175,747.5744407,29.601918837333674,6.368922001824422,35.161402031854244,24.592746831149377,0.076942775,8.670412382,10.518049127419935
1052,Orogenic Au,1152.597064,1061.051515,181.4982012726666,13.07912124683333,387.3509001,29.55915426666667,1.984262008666667,1.128440075,3.477353315333334,0.112060638,25.15313905,30.60286366533333
1053,Orogenic Au,86.59945161,236.070541,51.63202715,110.03067653664175,391.7471967,29.601918837333674,0.780770602,35.161402031854244,6.366963828,2.070976022,2.828416318,10.518049127419935
1054,Orogenic Au,204.6404686,322.9642143,137.9446182,110.03067653664175,414.1763142,29.601918837333674,12.93189043,10.71977404,6.476946813,18.7817826,102.7240665,1.545366495
1055,Orogenic Au,40.71,504.48,6.28,110.03067653664175,414.22,29.601918837333674,0.314,3.65,24.592746831149377,0.55,8.63,1.56
1056,Orogenic Au,199.1812928,157.2068565,31.61502618,110.03067653664175,426.2544658,29.601918837333674,2.149258611,35.161402031854244,8.557961614,7.305743815,17.80236473,10.518049127419935
1057,Orogenic Au,187,247.79,8.45,110.03067653664175,455.51,29.601918837333674,6.368922001824422,1.39,24.592746831149377,0.044,8.96,1.02
1058,Orogenic Au,138,215,66.1,56,49.4,10.2,1.7,46.7,9.1,0.5,272,4.4
1059,Orogenic Au,211,25.2,10.6,1.2,49.8,146,0.1,0.8,2.4,12.91106534045501,5.6,0.1
1060,Orogenic Au,197,271,77.6,26.5,51.6,14.8,3.5,75.4,24.592746831149377,0.8,352,4.3
1061,Orogenic Au,90.54939246,164.1507878,42.37427876,10.68567688,51.78141167,29.601918837333674,10.16179932,4.791281522,1.120609865,6.277758754,45.87157653,1.003983795
1062,Orogenic Au,940.3329817523528,865.0379790135294,1.724945531588235,1.797347518176471,51.91451491617646,15.00219437858823,0.9627168721764706,0.2717019790588235,9.044726134705883,0.8114748577647058,3.058401562539883,2.528755972823529
1063,Orogenic Au,330,20.4,14.9,2.3,53,95.4,6.368922001824422,1.1,24.592746831149377,12.91106534045501,2.1,10.518049127419935
1064,Orogenic Au,611,4.67,0.083,0.061,8.5,2.32,0.0111,0,159,4.2,0.119,0.23
1065,Orogenic Au,249,2.43,1.3,0.119,8.5,1.77,0.062,0.0169,302,8,0.82,0.28
1066,Orogenic Au,497,2.68,0.85,0.094,8.5,4.48,0.069,0.0244,67,3.7,0.36,0.271
1067,Orogenic Au,8.33,0.561,0.32,0.076,8.5,0.563,0.165,0.0125,110,42,2.76,0.233
1068,Orogenic Au,1.04,1.101,104,0.098,8.5,0.799,0.49,0.0246,22,6,1.54,0.4
1069,Orogenic Au,495,8.78,0.052,0.059,8.5,9.44,0.063,0,437,1.3,0.146,0.196
1070,Orogenic Au,39.4,0.102,0,0.068,8.5,0.594,0.023,0.0142,20,15,0.033,0.0148
1071,Orogenic Au,105,1.16,0.044,0.089,8.5,1.2,0.151,0.0136,70,4.3,0.19,0.2
1072,Orogenic Au,72.4,11.55,0.077,0,8.5,29.1,0.0128,0,320,0.65,0.116,0.105
1073,Orogenic Au,486,2.86,0.123,0,8.5,3.03,0.0287,0.0134,136,10,1.23,0.7
1074,Orogenic Au,627.0278062224723,304.8907969834261,650.8739278153895,8.866288274489415,8.5,25.71321823786434,0.5567363148047513,0.1222659426556854,0.8238769663428864,0.008,3.633337649619103,8.583821209992346
1075,Orogenic Au,10.1,3.1,1940,0.189,8.5,3.81,5.2,0.52,212,1.9,16.3,10.7
1076,Orogenic Au,459,5.26,3.3,18.1,8.5,9.99,1.13,0.181,168,9.4,7.8,11.3
1077,Orogenic Au,23.08711073,32.110037,18.79358996,110.03067653664175,8.5,5.827123593,1.827233327,35.161402031854244,1.451413812,0.132197682,1.925462211,10.518049127419935
1078,Orogenic Au,7.2,6.9,17.3,39,8.5,19.9,0.2,50.8,24.592746831149377,0.3,66,0.2
1079,Orogenic Au,385,17.5,22,61,8.5,16.4,2.3,1.27,188,7.8,20,10.5
1080,Orogenic Au,90.43808079964963,1214.140943,205.8866311114009,0.5975075939248653,8.5,9.847823467635026,5.421591360158207,0.1396698892874605,7.160153384403309,0.2871434773267842,53.58078815475959,50.93142778217567
1081,Orogenic Au,21.47386566,14.10800402,43.59160691,110.03067653664175,8.5,3.412264062,3.138562997,35.161402031854244,2.63422991,0.322415737,3.11898444,0.005942306
1082,Orogenic Au,1050,72,260,480,8.5,39.9,10.2,1.41,1320,70,143,51
1083,Orogenic Au,125.3824404994945,41.57752085064634,3.451422751133279,15.06494090208193,9.315311984311084,8.281985560070336,0.5879875362996515,2.699148720138503,6.458367493960034,2.443166860953219,15.69398336142015,14.99018568288495
1084,Orogenic Au,15.87,5706.81,20.81,110.03067653664175,17.91,35.17,6.368922001824422,0.36,24.592746831149377,0.0276,15.47,0.126
1085,Orogenic Au,27.72,3404.8,2.91,110.03067653664175,18.01,47.96,0.65,2.12,24.592746831149377,0.208,211.88,6.36
1086,Orogenic Au,114.0038932792231,281.3243765,5.084265286454518,1.589056089359798,18.96339309997233,44.23317836061519,4.480599852465637,0.2881046265631336,14.39550343650568,1.016221064486903,41.65314393346493,36.59953985
1087,Orogenic Au,102.71,2802.07,3.63,110.03067653664175,25.57,32.48,6.368922001824422,0.66,0.81,0.038,1.62,0.25
1088,Orogenic Au,129,152,57.4,19.9,28.2,18.4,2.9,92.2,24.592746831149377,0.9,262,2.6
1089,Orogenic Au,522.8183333333333,346.4383333333333,298.8054166666666,4.5545,30.06625,106.92625,0.7234166666666667,1.088208333333333,6.985416666666668,0.2515217391304348,37.78999833333332,6.647916666666667
1090,Orogenic Au,110.3730895318743,1200.661331422555,408.1371437402454,42.61120825106425,31.34826828966498,22.47445938691205,5.366584433453228,1449.278782799649,0.975527951,0.01162722,46.36304937791709,0.078623479
